date,season,ldh_region,region_name,ed_visits,source_updated
2023-08-12,2023,1,Southeast,17,9/3/2026
2023-08-12,2023,2,Capital Region,6,9/3/2026
2023-08-12,2023,3,South Central,7,9/3/2026
2023-08-12,2023,9,Northshore,10,9/3/2026
2023-08-13,2023,1,Southeast,14,9/3/2026
2023-08-13,2023,2,Capital Region,7,9/3/2026
2023-08-13,2023,3,South Central,6,9/3/2026
2023-08-13,2023,9,Northshore,7,9/3/2026
2023-08-14,2023,1,Southeast,18,9/3/2026
2023-08-14,2023,2,Capital Region,7,9/3/2026
2023-08-14,2023,3,South Central,6,9/3/2026
2023-08-14,2023,9,Northshore,10,9/3/2026
2023-08-15,2023,1,Southeast,10,9/3/2026
2023-08-15,2023,2,Capital Region,7,9/3/2026
2023-08-15,2023,3,South Central,8,9/3/2026
2023-08-15,2023,9,Northshore,12,9/3/2026
2023-08-16,2023,1,Southeast,2,9/3/2026
2023-08-16,2023,2,Capital Region,6,9/3/2026
2023-08-16,2023,3,South Central,5,9/3/2026
2023-08-16,2023,9,Northshore,4,9/3/2026
2023-08-17,2023,1,Southeast,6,9/3/2026
2023-08-17,2023,2,Capital Region,1,9/3/2026
2023-08-17,2023,3,South Central,3,9/3/2026
2023-08-17,2023,9,Northshore,4,9/3/2026
2023-08-18,2023,1,Southeast,7,9/3/2026
2023-08-18,2023,2,Capital Region,4,9/3/2026
2023-08-18,2023,3,South Central,4,9/3/2026
2023-08-18,2023,9,Northshore,4,9/3/2026
2023-08-19,2023,1,Southeast,11,9/3/2026
2023-08-19,2023,2,Capital Region,6,9/3/2026
2023-08-19,2023,3,South Central,4,9/3/2026
2023-08-19,2023,9,Northshore,7,9/3/2026
2023-08-20,2023,1,Southeast,11,9/3/2026
2023-08-20,2023,2,Capital Region,4,9/3/2026
2023-08-20,2023,3,South Central,4,9/3/2026
2023-08-20,2023,9,Northshore,14,9/3/2026
2023-08-21,2023,1,Southeast,6,9/3/2026
2023-08-21,2023,2,Capital Region,3,9/3/2026
2023-08-21,2023,3,South Central,3,9/3/2026
2023-08-21,2023,9,Northshore,10,9/3/2026
2023-08-22,2023,1,Southeast,9,9/3/2026
2023-08-22,2023,2,Capital Region,4,9/3/2026
2023-08-22,2023,3,South Central,6,9/3/2026
2023-08-22,2023,9,Northshore,7,9/3/2026
2023-08-23,2023,1,Southeast,18,9/3/2026
2023-08-23,2023,2,Capital Region,11,9/3/2026
2023-08-23,2023,3,South Central,9,9/3/2026
2023-08-23,2023,9,Northshore,15,9/3/2026
2023-08-24,2023,1,Southeast,7,9/3/2026
2023-08-24,2023,2,Capital Region,5,9/3/2026
2023-08-24,2023,3,South Central,13,9/3/2026
2023-08-24,2023,9,Northshore,13,9/3/2026
2023-08-25,2023,1,Southeast,12,9/3/2026
2023-08-25,2023,2,Capital Region,4,9/3/2026
2023-08-25,2023,3,South Central,7,9/3/2026
2023-08-25,2023,9,Northshore,17,9/3/2026
2023-08-26,2023,1,Southeast,11,9/3/2026
2023-08-26,2023,2,Capital Region,7,9/3/2026
2023-08-26,2023,3,South Central,9,9/3/2026
2023-08-26,2023,9,Northshore,12,9/3/2026
2023-08-27,2023,1,Southeast,15,9/3/2026
2023-08-27,2023,2,Capital Region,5,9/3/2026
2023-08-27,2023,3,South Central,4,9/3/2026
2023-08-27,2023,9,Northshore,5,9/3/2026
2023-08-28,2023,1,Southeast,5,9/3/2026
2023-08-28,2023,2,Capital Region,3,9/3/2026
2023-08-28,2023,3,South Central,2,9/3/2026
2023-08-28,2023,9,Northshore,6,9/3/2026
2023-08-29,2023,1,Southeast,3,9/3/2026
2023-08-29,2023,2,Capital Region,4,9/3/2026
2023-08-29,2023,3,South Central,3,9/3/2026
2023-08-29,2023,9,Northshore,2,9/3/2026
2023-08-30,2023,1,Southeast,2,9/3/2026
2023-08-30,2023,2,Capital Region,4,9/3/2026
2023-08-30,2023,3,South Central,3,9/3/2026
2023-08-30,2023,9,Northshore,2,9/3/2026
2023-08-31,2023,1,Southeast,2,9/3/2026
2023-08-31,2023,2,Capital Region,2,9/3/2026
2023-08-31,2023,3,South Central,2,9/3/2026
2023-08-31,2023,9,Northshore,1,9/3/2026
2023-09-01,2023,1,Southeast,3,9/3/2026
2023-09-01,2023,2,Capital Region,1,9/3/2026
2023-09-01,2023,3,South Central,2,9/3/2026
2023-09-01,2023,9,Northshore,3,9/3/2026
2023-09-02,2023,1,Southeast,1,9/3/2026
2023-09-02,2023,2,Capital Region,1,9/3/2026
2023-09-02,2023,3,South Central,1,9/3/2026
2023-09-02,2023,9,Northshore,2,9/3/2026
2023-09-03,2023,1,Southeast,4,9/3/2026
2023-09-03,2023,2,Capital Region,1,9/3/2026
2023-09-03,2023,3,South Central,2,9/3/2026
2023-09-03,2023,9,Northshore,2,9/3/2026
2023-09-04,2023,1,Southeast,0,9/3/2026
2023-09-04,2023,2,Capital Region,1,9/3/2026
2023-09-04,2023,3,South Central,1,9/3/2026
2023-09-04,2023,9,Northshore,0,9/3/2026
2023-09-05,2023,1,Southeast,6,9/3/2026
2023-09-05,2023,2,Capital Region,2,9/3/2026
2023-09-05,2023,3,South Central,7,9/3/2026
2023-09-05,2023,9,Northshore,0,9/3/2026
2023-09-06,2023,1,Southeast,10,9/3/2026
2023-09-06,2023,2,Capital Region,5,9/3/2026
2023-09-06,2023,3,South Central,6,9/3/2026
2023-09-06,2023,9,Northshore,2,9/3/2026
2023-09-07,2023,1,Southeast,7,9/3/2026
2023-09-07,2023,2,Capital Region,5,9/3/2026
2023-09-07,2023,3,South Central,9,9/3/2026
2023-09-07,2023,9,Northshore,9,9/3/2026
2023-09-08,2023,1,Southeast,1,9/3/2026
2023-09-08,2023,2,Capital Region,7,9/3/2026
2023-09-08,2023,3,South Central,4,9/3/2026
2023-09-08,2023,9,Northshore,0,9/3/2026
2023-09-09,2023,1,Southeast,3,9/3/2026
2023-09-09,2023,2,Capital Region,0,9/3/2026
2023-09-09,2023,3,South Central,1,9/3/2026
2023-09-09,2023,9,Northshore,4,9/3/2026
2023-09-10,2023,1,Southeast,0,9/3/2026
2023-09-10,2023,2,Capital Region,0,9/3/2026
2023-09-10,2023,3,South Central,1,9/3/2026
2023-09-10,2023,9,Northshore,0,9/3/2026
2023-09-11,2023,1,Southeast,5,9/3/2026
2023-09-11,2023,2,Capital Region,0,9/3/2026
2023-09-11,2023,3,South Central,5,9/3/2026
2023-09-11,2023,9,Northshore,1,9/3/2026
2023-09-12,2023,1,Southeast,2,9/3/2026
2023-09-12,2023,2,Capital Region,2,9/3/2026
2023-09-12,2023,3,South Central,1,9/3/2026
2023-09-12,2023,9,Northshore,5,9/3/2026
2023-09-13,2023,1,Southeast,3,9/3/2026
2023-09-13,2023,2,Capital Region,2,9/3/2026
2023-09-13,2023,3,South Central,3,9/3/2026
2023-09-13,2023,9,Northshore,4,9/3/2026
2023-09-14,2023,1,Southeast,4,9/3/2026
2023-09-14,2023,2,Capital Region,0,9/3/2026
2023-09-14,2023,3,South Central,2,9/3/2026
2023-09-14,2023,9,Northshore,1,9/3/2026
2023-09-15,2023,1,Southeast,0,9/3/2026
2023-09-15,2023,2,Capital Region,1,9/3/2026
2023-09-15,2023,3,South Central,2,9/3/2026
2023-09-15,2023,9,Northshore,0,9/3/2026
2023-09-16,2023,1,Southeast,0,9/3/2026
2023-09-16,2023,2,Capital Region,1,9/3/2026
2023-09-16,2023,3,South Central,3,9/3/2026
2023-09-16,2023,9,Northshore,1,9/3/2026
2023-09-17,2023,1,Southeast,0,9/3/2026
2023-09-17,2023,2,Capital Region,1,9/3/2026
2023-09-17,2023,3,South Central,0,9/3/2026
2023-09-17,2023,9,Northshore,0,9/3/2026
2023-09-18,2023,1,Southeast,2,9/3/2026
2023-09-18,2023,2,Capital Region,0,9/3/2026
2023-09-18,2023,3,South Central,0,9/3/2026
2023-09-18,2023,9,Northshore,0,9/3/2026
2023-09-19,2023,1,Southeast,1,9/3/2026
2023-09-19,2023,2,Capital Region,0,9/3/2026
2023-09-19,2023,3,South Central,3,9/3/2026
2023-09-19,2023,9,Northshore,0,9/3/2026
2023-09-20,2023,1,Southeast,1,9/3/2026
2023-09-20,2023,2,Capital Region,0,9/3/2026
2023-09-20,2023,3,South Central,3,9/3/2026
2023-09-20,2023,9,Northshore,2,9/3/2026
2023-09-21,2023,1,Southeast,4,9/3/2026
2023-09-21,2023,2,Capital Region,0,9/3/2026
2023-09-21,2023,3,South Central,2,9/3/2026
2023-09-21,2023,9,Northshore,1,9/3/2026
2023-09-22,2023,1,Southeast,1,9/3/2026
2023-09-22,2023,2,Capital Region,2,9/3/2026
2023-09-22,2023,3,South Central,3,9/3/2026
2023-09-22,2023,9,Northshore,5,9/3/2026
2023-09-23,2023,1,Southeast,2,9/3/2026
2023-09-23,2023,2,Capital Region,2,9/3/2026
2023-09-23,2023,3,South Central,1,9/3/2026
2023-09-23,2023,9,Northshore,1,9/3/2026
2023-09-24,2023,1,Southeast,5,9/3/2026
2023-09-24,2023,2,Capital Region,2,9/3/2026
2023-09-24,2023,3,South Central,1,9/3/2026
2023-09-24,2023,9,Northshore,1,9/3/2026
2023-09-25,2023,1,Southeast,0,9/3/2026
2023-09-25,2023,2,Capital Region,1,9/3/2026
2023-09-25,2023,3,South Central,2,9/3/2026
2023-09-25,2023,9,Northshore,0,9/3/2026
2023-09-26,2023,1,Southeast,2,9/3/2026
2023-09-26,2023,2,Capital Region,1,9/3/2026
2023-09-26,2023,3,South Central,1,9/3/2026
2023-09-26,2023,9,Northshore,2,9/3/2026
2023-09-27,2023,1,Southeast,1,9/3/2026
2023-09-27,2023,2,Capital Region,0,9/3/2026
2023-09-27,2023,3,South Central,1,9/3/2026
2023-09-27,2023,9,Northshore,2,9/3/2026
2023-09-28,2023,1,Southeast,0,9/3/2026
2023-09-28,2023,2,Capital Region,0,9/3/2026
2023-09-28,2023,3,South Central,1,9/3/2026
2023-09-28,2023,9,Northshore,3,9/3/2026
2023-09-29,2023,1,Southeast,0,9/3/2026
2023-09-29,2023,2,Capital Region,2,9/3/2026
2023-09-29,2023,3,South Central,2,9/3/2026
2023-09-29,2023,9,Northshore,1,9/3/2026
2023-09-30,2023,1,Southeast,1,9/3/2026
2023-09-30,2023,2,Capital Region,1,9/3/2026
2023-09-30,2023,3,South Central,0,9/3/2026
2023-09-30,2023,9,Northshore,1,9/3/2026
2023-10-01,2023,1,Southeast,3,9/3/2026
2023-10-01,2023,2,Capital Region,0,9/3/2026
2023-10-01,2023,3,South Central,0,9/3/2026
2023-10-01,2023,9,Northshore,0,9/3/2026
2023-10-02,2023,1,Southeast,0,9/3/2026
2023-10-02,2023,2,Capital Region,0,9/3/2026
2023-10-02,2023,3,South Central,0,9/3/2026
2023-10-02,2023,9,Northshore,5,9/3/2026
2023-10-03,2023,1,Southeast,1,9/3/2026
2023-10-03,2023,2,Capital Region,2,9/3/2026
2023-10-03,2023,3,South Central,0,9/3/2026
2023-10-03,2023,9,Northshore,0,9/3/2026
2023-10-04,2023,1,Southeast,0,9/3/2026
2023-10-04,2023,2,Capital Region,1,9/3/2026
2023-10-04,2023,3,South Central,0,9/3/2026
2023-10-04,2023,9,Northshore,0,9/3/2026
2023-10-05,2023,1,Southeast,1,9/3/2026
2023-10-05,2023,2,Capital Region,0,9/3/2026
2023-10-05,2023,3,South Central,0,9/3/2026
2023-10-05,2023,9,Northshore,2,9/3/2026
2023-10-06,2023,1,Southeast,1,9/3/2026
2023-10-06,2023,2,Capital Region,0,9/3/2026
2023-10-06,2023,3,South Central,1,9/3/2026
2023-10-06,2023,9,Northshore,2,9/3/2026
2023-10-07,2023,1,Southeast,0,9/3/2026
2023-10-07,2023,2,Capital Region,0,9/3/2026
2023-10-07,2023,3,South Central,0,9/3/2026
2023-10-07,2023,9,Northshore,0,9/3/2026
2023-10-08,2023,1,Southeast,0,9/3/2026
2023-10-08,2023,2,Capital Region,0,9/3/2026
2023-10-08,2023,3,South Central,0,9/3/2026
2023-10-08,2023,9,Northshore,0,9/3/2026
2023-10-09,2023,1,Southeast,0,9/3/2026
2023-10-09,2023,2,Capital Region,1,9/3/2026
2023-10-09,2023,3,South Central,0,9/3/2026
2023-10-09,2023,9,Northshore,0,9/3/2026
2023-10-10,2023,1,Southeast,0,9/3/2026
2023-10-10,2023,2,Capital Region,0,9/3/2026
2023-10-10,2023,3,South Central,0,9/3/2026
2023-10-10,2023,9,Northshore,0,9/3/2026
2023-10-11,2023,1,Southeast,0,9/3/2026
2023-10-11,2023,2,Capital Region,0,9/3/2026
2023-10-11,2023,3,South Central,0,9/3/2026
2023-10-11,2023,9,Northshore,0,9/3/2026
2023-10-12,2023,1,Southeast,0,9/3/2026
2023-10-12,2023,2,Capital Region,0,9/3/2026
2023-10-12,2023,3,South Central,0,9/3/2026
2023-10-12,2023,9,Northshore,1,9/3/2026
2023-10-13,2023,1,Southeast,0,9/3/2026
2023-10-13,2023,2,Capital Region,0,9/3/2026
2023-10-13,2023,3,South Central,0,9/3/2026
2023-10-13,2023,9,Northshore,0,9/3/2026
2023-10-14,2023,1,Southeast,0,9/3/2026
2023-10-14,2023,2,Capital Region,0,9/3/2026
2023-10-14,2023,3,South Central,0,9/3/2026
2023-10-14,2023,9,Northshore,0,9/3/2026
2023-10-15,2023,1,Southeast,0,9/3/2026
2023-10-15,2023,2,Capital Region,0,9/3/2026
2023-10-15,2023,3,South Central,0,9/3/2026
2023-10-15,2023,9,Northshore,1,9/3/2026
2023-10-16,2023,1,Southeast,0,9/3/2026
2023-10-16,2023,2,Capital Region,0,9/3/2026
2023-10-16,2023,3,South Central,0,9/3/2026
2023-10-16,2023,9,Northshore,0,9/3/2026
2023-10-17,2023,1,Southeast,0,9/3/2026
2023-10-17,2023,2,Capital Region,0,9/3/2026
2023-10-17,2023,3,South Central,0,9/3/2026
2023-10-17,2023,9,Northshore,0,9/3/2026
2023-10-18,2023,1,Southeast,0,9/3/2026
2023-10-18,2023,2,Capital Region,0,9/3/2026
2023-10-18,2023,3,South Central,0,9/3/2026
2023-10-18,2023,9,Northshore,1,9/3/2026
2023-10-19,2023,1,Southeast,0,9/3/2026
2023-10-19,2023,2,Capital Region,0,9/3/2026
2023-10-19,2023,3,South Central,0,9/3/2026
2023-10-19,2023,9,Northshore,0,9/3/2026
2023-10-20,2023,1,Southeast,1,9/3/2026
2023-10-20,2023,2,Capital Region,0,9/3/2026
2023-10-20,2023,3,South Central,0,9/3/2026
2023-10-20,2023,9,Northshore,0,9/3/2026
2023-10-21,2023,1,Southeast,2,9/3/2026
2023-10-21,2023,2,Capital Region,0,9/3/2026
2023-10-21,2023,3,South Central,0,9/3/2026
2023-10-21,2023,9,Northshore,1,9/3/2026
2023-10-22,2023,1,Southeast,0,9/3/2026
2023-10-22,2023,2,Capital Region,0,9/3/2026
2023-10-22,2023,3,South Central,0,9/3/2026
2023-10-22,2023,9,Northshore,1,9/3/2026
2023-10-23,2023,1,Southeast,0,9/3/2026
2023-10-23,2023,2,Capital Region,0,9/3/2026
2023-10-23,2023,3,South Central,0,9/3/2026
2023-10-23,2023,9,Northshore,1,9/3/2026
2023-10-24,2023,1,Southeast,1,9/3/2026
2023-10-24,2023,2,Capital Region,0,9/3/2026
2023-10-24,2023,3,South Central,2,9/3/2026
2023-10-24,2023,9,Northshore,0,9/3/2026
2023-10-25,2023,1,Southeast,1,9/3/2026
2023-10-25,2023,2,Capital Region,0,9/3/2026
2023-10-25,2023,3,South Central,0,9/3/2026
2023-10-25,2023,9,Northshore,0,9/3/2026
2023-10-26,2023,1,Southeast,0,9/3/2026
2023-10-26,2023,2,Capital Region,0,9/3/2026
2023-10-26,2023,3,South Central,1,9/3/2026
2023-10-26,2023,9,Northshore,0,9/3/2026
2023-10-27,2023,1,Southeast,1,9/3/2026
2023-10-27,2023,2,Capital Region,1,9/3/2026
2023-10-27,2023,3,South Central,0,9/3/2026
2023-10-27,2023,9,Northshore,1,9/3/2026
2023-10-28,2023,1,Southeast,0,9/3/2026
2023-10-28,2023,2,Capital Region,1,9/3/2026
2023-10-28,2023,3,South Central,1,9/3/2026
2023-10-28,2023,9,Northshore,0,9/3/2026
2023-10-29,2023,1,Southeast,0,9/3/2026
2023-10-29,2023,2,Capital Region,0,9/3/2026
2023-10-29,2023,3,South Central,0,9/3/2026
2023-10-29,2023,9,Northshore,1,9/3/2026
2023-10-30,2023,1,Southeast,0,9/3/2026
2023-10-30,2023,2,Capital Region,1,9/3/2026
2023-10-30,2023,3,South Central,0,9/3/2026
2023-10-30,2023,9,Northshore,1,9/3/2026
2023-10-31,2023,1,Southeast,0,9/3/2026
2023-10-31,2023,2,Capital Region,0,9/3/2026
2023-10-31,2023,3,South Central,0,9/3/2026
2023-10-31,2023,9,Northshore,0,9/3/2026
2024-04-01,2024,1,Southeast,1,9/3/2026
2024-04-01,2024,2,Capital Region,1,9/3/2026
2024-04-01,2024,3,South Central,0,9/3/2026
2024-04-01,2024,9,Northshore,1,9/3/2026
2024-04-02,2024,1,Southeast,0,9/3/2026
2024-04-02,2024,2,Capital Region,0,9/3/2026
2024-04-02,2024,3,South Central,0,9/3/2026
2024-04-02,2024,9,Northshore,0,9/3/2026
2024-04-03,2024,1,Southeast,0,9/3/2026
2024-04-03,2024,2,Capital Region,0,9/3/2026
2024-04-03,2024,3,South Central,0,9/3/2026
2024-04-03,2024,9,Northshore,0,9/3/2026
2024-04-04,2024,1,Southeast,0,9/3/2026
2024-04-04,2024,2,Capital Region,0,9/3/2026
2024-04-04,2024,3,South Central,1,9/3/2026
2024-04-04,2024,9,Northshore,0,9/3/2026
2024-04-05,2024,1,Southeast,0,9/3/2026
2024-04-05,2024,2,Capital Region,0,9/3/2026
2024-04-05,2024,3,South Central,0,9/3/2026
2024-04-05,2024,9,Northshore,1,9/3/2026
2024-04-06,2024,1,Southeast,1,9/3/2026
2024-04-06,2024,2,Capital Region,0,9/3/2026
2024-04-06,2024,3,South Central,0,9/3/2026
2024-04-06,2024,9,Northshore,0,9/3/2026
2024-04-07,2024,1,Southeast,0,9/3/2026
2024-04-07,2024,2,Capital Region,0,9/3/2026
2024-04-07,2024,3,South Central,0,9/3/2026
2024-04-07,2024,9,Northshore,1,9/3/2026
2024-04-08,2024,1,Southeast,0,9/3/2026
2024-04-08,2024,2,Capital Region,0,9/3/2026
2024-04-08,2024,3,South Central,1,9/3/2026
2024-04-08,2024,9,Northshore,0,9/3/2026
2024-04-09,2024,1,Southeast,0,9/3/2026
2024-04-09,2024,2,Capital Region,1,9/3/2026
2024-04-09,2024,3,South Central,0,9/3/2026
2024-04-09,2024,9,Northshore,1,9/3/2026
2024-04-10,2024,1,Southeast,0,9/3/2026
2024-04-10,2024,2,Capital Region,0,9/3/2026
2024-04-10,2024,3,South Central,0,9/3/2026
2024-04-10,2024,9,Northshore,0,9/3/2026
2024-04-11,2024,1,Southeast,0,9/3/2026
2024-04-11,2024,2,Capital Region,0,9/3/2026
2024-04-11,2024,3,South Central,0,9/3/2026
2024-04-11,2024,9,Northshore,0,9/3/2026
2024-04-12,2024,1,Southeast,0,9/3/2026
2024-04-12,2024,2,Capital Region,0,9/3/2026
2024-04-12,2024,3,South Central,0,9/3/2026
2024-04-12,2024,9,Northshore,0,9/3/2026
2024-04-13,2024,1,Southeast,1,9/3/2026
2024-04-13,2024,2,Capital Region,1,9/3/2026
2024-04-13,2024,3,South Central,2,9/3/2026
2024-04-13,2024,9,Northshore,1,9/3/2026
2024-04-14,2024,1,Southeast,0,9/3/2026
2024-04-14,2024,2,Capital Region,0,9/3/2026
2024-04-14,2024,3,South Central,1,9/3/2026
2024-04-14,2024,9,Northshore,1,9/3/2026
2024-04-15,2024,1,Southeast,1,9/3/2026
2024-04-15,2024,2,Capital Region,1,9/3/2026
2024-04-15,2024,3,South Central,0,9/3/2026
2024-04-15,2024,9,Northshore,0,9/3/2026
2024-04-16,2024,1,Southeast,1,9/3/2026
2024-04-16,2024,2,Capital Region,0,9/3/2026
2024-04-16,2024,3,South Central,0,9/3/2026
2024-04-16,2024,9,Northshore,2,9/3/2026
2024-04-17,2024,1,Southeast,1,9/3/2026
2024-04-17,2024,2,Capital Region,1,9/3/2026
2024-04-17,2024,3,South Central,0,9/3/2026
2024-04-17,2024,9,Northshore,0,9/3/2026
2024-04-18,2024,1,Southeast,1,9/3/2026
2024-04-18,2024,2,Capital Region,2,9/3/2026
2024-04-18,2024,3,South Central,0,9/3/2026
2024-04-18,2024,9,Northshore,0,9/3/2026
2024-04-19,2024,1,Southeast,3,9/3/2026
2024-04-19,2024,2,Capital Region,0,9/3/2026
2024-04-19,2024,3,South Central,3,9/3/2026
2024-04-19,2024,9,Northshore,0,9/3/2026
2024-04-20,2024,1,Southeast,1,9/3/2026
2024-04-20,2024,2,Capital Region,2,9/3/2026
2024-04-20,2024,3,South Central,0,9/3/2026
2024-04-20,2024,9,Northshore,1,9/3/2026
2024-04-21,2024,1,Southeast,0,9/3/2026
2024-04-21,2024,2,Capital Region,0,9/3/2026
2024-04-21,2024,3,South Central,0,9/3/2026
2024-04-21,2024,9,Northshore,0,9/3/2026
2024-04-22,2024,1,Southeast,0,9/3/2026
2024-04-22,2024,2,Capital Region,0,9/3/2026
2024-04-22,2024,3,South Central,1,9/3/2026
2024-04-22,2024,9,Northshore,0,9/3/2026
2024-04-23,2024,1,Southeast,1,9/3/2026
2024-04-23,2024,2,Capital Region,0,9/3/2026
2024-04-23,2024,3,South Central,0,9/3/2026
2024-04-23,2024,9,Northshore,0,9/3/2026
2024-04-24,2024,1,Southeast,2,9/3/2026
2024-04-24,2024,2,Capital Region,0,9/3/2026
2024-04-24,2024,3,South Central,0,9/3/2026
2024-04-24,2024,9,Northshore,0,9/3/2026
2024-04-25,2024,1,Southeast,0,9/3/2026
2024-04-25,2024,2,Capital Region,0,9/3/2026
2024-04-25,2024,3,South Central,0,9/3/2026
2024-04-25,2024,9,Northshore,1,9/3/2026
2024-04-26,2024,1,Southeast,3,9/3/2026
2024-04-26,2024,2,Capital Region,0,9/3/2026
2024-04-26,2024,3,South Central,0,9/3/2026
2024-04-26,2024,9,Northshore,2,9/3/2026
2024-04-27,2024,1,Southeast,2,9/3/2026
2024-04-27,2024,2,Capital Region,1,9/3/2026
2024-04-27,2024,3,South Central,0,9/3/2026
2024-04-27,2024,9,Northshore,1,9/3/2026
2024-04-28,2024,1,Southeast,3,9/3/2026
2024-04-28,2024,2,Capital Region,0,9/3/2026
2024-04-28,2024,3,South Central,1,9/3/2026
2024-04-28,2024,9,Northshore,0,9/3/2026
2024-04-29,2024,1,Southeast,0,9/3/2026
2024-04-29,2024,2,Capital Region,0,9/3/2026
2024-04-29,2024,3,South Central,0,9/3/2026
2024-04-29,2024,9,Northshore,1,9/3/2026
2024-04-30,2024,1,Southeast,0,9/3/2026
2024-04-30,2024,2,Capital Region,0,9/3/2026
2024-04-30,2024,3,South Central,0,9/3/2026
2024-04-30,2024,9,Northshore,1,9/3/2026
2024-05-01,2024,1,Southeast,0,9/3/2026
2024-05-01,2024,2,Capital Region,2,9/3/2026
2024-05-01,2024,3,South Central,0,9/3/2026
2024-05-01,2024,9,Northshore,2,9/3/2026
2024-05-02,2024,1,Southeast,1,9/3/2026
2024-05-02,2024,2,Capital Region,0,9/3/2026
2024-05-02,2024,3,South Central,1,9/3/2026
2024-05-02,2024,9,Northshore,1,9/3/2026
2024-05-03,2024,1,Southeast,2,9/3/2026
2024-05-03,2024,2,Capital Region,1,9/3/2026
2024-05-03,2024,3,South Central,0,9/3/2026
2024-05-03,2024,9,Northshore,0,9/3/2026
2024-05-04,2024,1,Southeast,2,9/3/2026
2024-05-04,2024,2,Capital Region,1,9/3/2026
2024-05-04,2024,3,South Central,3,9/3/2026
2024-05-04,2024,9,Northshore,0,9/3/2026
2024-05-05,2024,1,Southeast,2,9/3/2026
2024-05-05,2024,2,Capital Region,0,9/3/2026
2024-05-05,2024,3,South Central,0,9/3/2026
2024-05-05,2024,9,Northshore,1,9/3/2026
2024-05-06,2024,1,Southeast,2,9/3/2026
2024-05-06,2024,2,Capital Region,0,9/3/2026
2024-05-06,2024,3,South Central,1,9/3/2026
2024-05-06,2024,9,Northshore,1,9/3/2026
2024-05-07,2024,1,Southeast,1,9/3/2026
2024-05-07,2024,2,Capital Region,1,9/3/2026
2024-05-07,2024,3,South Central,1,9/3/2026
2024-05-07,2024,9,Northshore,2,9/3/2026
2024-05-08,2024,1,Southeast,1,9/3/2026
2024-05-08,2024,2,Capital Region,0,9/3/2026
2024-05-08,2024,3,South Central,0,9/3/2026
2024-05-08,2024,9,Northshore,6,9/3/2026
2024-05-09,2024,1,Southeast,3,9/3/2026
2024-05-09,2024,2,Capital Region,1,9/3/2026
2024-05-09,2024,3,South Central,2,9/3/2026
2024-05-09,2024,9,Northshore,2,9/3/2026
2024-05-10,2024,1,Southeast,1,9/3/2026
2024-05-10,2024,2,Capital Region,1,9/3/2026
2024-05-10,2024,3,South Central,1,9/3/2026
2024-05-10,2024,9,Northshore,2,9/3/2026
2024-05-11,2024,1,Southeast,1,9/3/2026
2024-05-11,2024,2,Capital Region,3,9/3/2026
2024-05-11,2024,3,South Central,0,9/3/2026
2024-05-11,2024,9,Northshore,1,9/3/2026
2024-05-12,2024,1,Southeast,1,9/3/2026
2024-05-12,2024,2,Capital Region,0,9/3/2026
2024-05-12,2024,3,South Central,1,9/3/2026
2024-05-12,2024,9,Northshore,0,9/3/2026
2024-05-13,2024,1,Southeast,1,9/3/2026
2024-05-13,2024,2,Capital Region,0,9/3/2026
2024-05-13,2024,3,South Central,0,9/3/2026
2024-05-13,2024,9,Northshore,0,9/3/2026
2024-05-14,2024,1,Southeast,1,9/3/2026
2024-05-14,2024,2,Capital Region,0,9/3/2026
2024-05-14,2024,3,South Central,0,9/3/2026
2024-05-14,2024,9,Northshore,1,9/3/2026
2024-05-15,2024,1,Southeast,3,9/3/2026
2024-05-15,2024,2,Capital Region,0,9/3/2026
2024-05-15,2024,3,South Central,1,9/3/2026
2024-05-15,2024,9,Northshore,5,9/3/2026
2024-05-16,2024,1,Southeast,1,9/3/2026
2024-05-16,2024,2,Capital Region,1,9/3/2026
2024-05-16,2024,3,South Central,2,9/3/2026
2024-05-16,2024,9,Northshore,1,9/3/2026
2024-05-17,2024,1,Southeast,2,9/3/2026
2024-05-17,2024,2,Capital Region,0,9/3/2026
2024-05-17,2024,3,South Central,2,9/3/2026
2024-05-17,2024,9,Northshore,1,9/3/2026
2024-05-18,2024,1,Southeast,3,9/3/2026
2024-05-18,2024,2,Capital Region,2,9/3/2026
2024-05-18,2024,3,South Central,2,9/3/2026
2024-05-18,2024,9,Northshore,1,9/3/2026
2024-05-19,2024,1,Southeast,4,9/3/2026
2024-05-19,2024,2,Capital Region,0,9/3/2026
2024-05-19,2024,3,South Central,1,9/3/2026
2024-05-19,2024,9,Northshore,0,9/3/2026
2024-05-20,2024,1,Southeast,3,9/3/2026
2024-05-20,2024,2,Capital Region,1,9/3/2026
2024-05-20,2024,3,South Central,1,9/3/2026
2024-05-20,2024,9,Northshore,2,9/3/2026
2024-05-21,2024,1,Southeast,5,9/3/2026
2024-05-21,2024,2,Capital Region,0,9/3/2026
2024-05-21,2024,3,South Central,0,9/3/2026
2024-05-21,2024,9,Northshore,3,9/3/2026
2024-05-22,2024,1,Southeast,2,9/3/2026
2024-05-22,2024,2,Capital Region,1,9/3/2026
2024-05-22,2024,3,South Central,1,9/3/2026
2024-05-22,2024,9,Northshore,1,9/3/2026
2024-05-23,2024,1,Southeast,2,9/3/2026
2024-05-23,2024,2,Capital Region,1,9/3/2026
2024-05-23,2024,3,South Central,5,9/3/2026
2024-05-23,2024,9,Northshore,1,9/3/2026
2024-05-24,2024,1,Southeast,3,9/3/2026
