date,parish,ldh_region,heat_advisory,excessive_heat_warning,headline,hazard_hours
2023-01-01,Ascension,2,0,0,none,0.00
2023-01-01,Assumption,3,0,0,none,0.00
2023-01-01,East Baton Rouge,2,0,0,none,0.00
2023-01-01,East Feliciana,2,0,0,none,0.00
2023-01-01,Iberville,2,0,0,none,0.00
2023-01-01,Jefferson,1,0,0,none,0.00
2023-01-01,Lafourche,3,0,0,none,0.00
2023-01-01,Livingston,9,0,0,none,0.00
2023-01-01,Orleans,1,0,0,none,0.00
2023-01-01,Plaquemines,1,0,0,none,0.00
2023-01-01,Pointe Coupee,2,0,0,none,0.00
2023-01-01,St. Bernard,1,0,0,none,0.00
2023-01-01,St. Charles,3,0,0,none,0.00
2023-01-01,St. Helena,9,0,0,none,0.00
2023-01-01,St. James,3,0,0,none,0.00
2023-01-01,St. John the Baptist,3,0,0,none,0.00
2023-01-01,St. Tammany,9,0,0,none,0.00
2023-01-01,Tangipahoa,9,0,0,none,0.00
2023-01-01,Terrebonne,3,0,0,none,0.00
2023-01-01,Washington,9,0,0,none,0.00
2023-01-01,West Baton Rouge,2,0,0,none,0.00
2023-01-01,West Feliciana,2,0,0,none,0.00
2023-01-02,Ascension,2,0,0,none,0.00
2023-01-02,Assumption,3,0,0,none,0.00
2023-01-02,East Baton Rouge,2,0,0,none,0.00
2023-01-02,East Feliciana,2,0,0,none,0.00
2023-01-02,Iberville,2,0,0,none,0.00
2023-01-02,Jefferson,1,0,0,none,0.00
2023-01-02,Lafourche,3,0,0,none,0.00
2023-01-02,Livingston,9,0,0,none,0.00
2023-01-02,Orleans,1,0,0,none,0.00
2023-01-02,Plaquemines,1,0,0,none,0.00
2023-01-02,Pointe Coupee,2,0,0,none,0.00
2023-01-02,St. Bernard,1,0,0,none,0.00
2023-01-02,St. Charles,3,0,0,none,0.00
2023-01-02,St. Helena,9,0,0,none,0.00
2023-01-02,St. James,3,0,0,none,0.00
2023-01-02,St. John the Baptist,3,0,0,none,0.00
2023-01-02,St. Tammany,9,0,0,none,0.00
2023-01-02,Tangipahoa,9,0,0,none,0.00
2023-01-02,Terrebonne,3,0,0,none,0.00
2023-01-02,Washington,9,0,0,none,0.00
2023-01-02,West Baton Rouge,2,0,0,none,0.00
2023-01-02,West Feliciana,2,0,0,none,0.00
2023-01-03,Ascension,2,0,0,none,0.00
2023-01-03,Assumption,3,0,0,none,0.00
2023-01-03,East Baton Rouge,2,0,0,none,0.00
2023-01-03,East Feliciana,2,0,0,none,0.00
2023-01-03,Iberville,2,0,0,none,0.00
2023-01-03,Jefferson,1,0,0,none,0.00
2023-01-03,Lafourche,3,0,0,none,0.00
2023-01-03,Livingston,9,0,0,none,0.00
2023-01-03,Orleans,1,0,0,none,0.00
2023-01-03,Plaquemines,1,0,0,none,0.00
2023-01-03,Pointe Coupee,2,0,0,none,0.00
2023-01-03,St. Bernard,1,0,0,none,0.00
2023-01-03,St. Charles,3,0,0,none,0.00
2023-01-03,St. Helena,9,0,0,none,0.00
2023-01-03,St. James,3,0,0,none,0.00
2023-01-03,St. John the Baptist,3,0,0,none,0.00
2023-01-03,St. Tammany,9,0,0,none,0.00
2023-01-03,Tangipahoa,9,0,0,none,0.00
2023-01-03,Terrebonne,3,0,0,none,0.00
2023-01-03,Washington,9,0,0,none,0.00
2023-01-03,West Baton Rouge,2,0,0,none,0.00
2023-01-03,West Feliciana,2,0,0,none,0.00
2023-01-04,Ascension,2,0,0,none,0.00
2023-01-04,Assumption,3,0,0,none,0.00
2023-01-04,East Baton Rouge,2,0,0,none,0.00
2023-01-04,East Feliciana,2,0,0,none,0.00
2023-01-04,Iberville,2,0,0,none,0.00
2023-01-04,Jefferson,1,0,0,none,0.00
2023-01-04,Lafourche,3,0,0,none,0.00
2023-01-04,Livingston,9,0,0,none,0.00
2023-01-04,Orleans,1,0,0,none,0.00
2023-01-04,Plaquemines,1,0,0,none,0.00
2023-01-04,Pointe Coupee,2,0,0,none,0.00
2023-01-04,St. Bernard,1,0,0,none,0.00
2023-01-04,St. Charles,3,0,0,none,0.00
2023-01-04,St. Helena,9,0,0,none,0.00
2023-01-04,St. James,3,0,0,none,0.00
2023-01-04,St. John the Baptist,3,0,0,none,0.00
2023-01-04,St. Tammany,9,0,0,none,0.00
2023-01-04,Tangipahoa,9,0,0,none,0.00
2023-01-04,Terrebonne,3,0,0,none,0.00
2023-01-04,Washington,9,0,0,none,0.00
2023-01-04,West Baton Rouge,2,0,0,none,0.00
2023-01-04,West Feliciana,2,0,0,none,0.00
2023-01-05,Ascension,2,0,0,none,0.00
2023-01-05,Assumption,3,0,0,none,0.00
2023-01-05,East Baton Rouge,2,0,0,none,0.00
2023-01-05,East Feliciana,2,0,0,none,0.00
2023-01-05,Iberville,2,0,0,none,0.00
2023-01-05,Jefferson,1,0,0,none,0.00
2023-01-05,Lafourche,3,0,0,none,0.00
2023-01-05,Livingston,9,0,0,none,0.00
2023-01-05,Orleans,1,0,0,none,0.00
2023-01-05,Plaquemines,1,0,0,none,0.00
2023-01-05,Pointe Coupee,2,0,0,none,0.00
2023-01-05,St. Bernard,1,0,0,none,0.00
2023-01-05,St. Charles,3,0,0,none,0.00
2023-01-05,St. Helena,9,0,0,none,0.00
2023-01-05,St. James,3,0,0,none,0.00
2023-01-05,St. John the Baptist,3,0,0,none,0.00
2023-01-05,St. Tammany,9,0,0,none,0.00
2023-01-05,Tangipahoa,9,0,0,none,0.00
2023-01-05,Terrebonne,3,0,0,none,0.00
2023-01-05,Washington,9,0,0,none,0.00
2023-01-05,West Baton Rouge,2,0,0,none,0.00
2023-01-05,West Feliciana,2,0,0,none,0.00
2023-01-06,Ascension,2,0,0,none,0.00
2023-01-06,Assumption,3,0,0,none,0.00
2023-01-06,East Baton Rouge,2,0,0,none,0.00
2023-01-06,East Feliciana,2,0,0,none,0.00
2023-01-06,Iberville,2,0,0,none,0.00
2023-01-06,Jefferson,1,0,0,none,0.00
2023-01-06,Lafourche,3,0,0,none,0.00
2023-01-06,Livingston,9,0,0,none,0.00
2023-01-06,Orleans,1,0,0,none,0.00
2023-01-06,Plaquemines,1,0,0,none,0.00
2023-01-06,Pointe Coupee,2,0,0,none,0.00
2023-01-06,St. Bernard,1,0,0,none,0.00
2023-01-06,St. Charles,3,0,0,none,0.00
2023-01-06,St. Helena,9,0,0,none,0.00
2023-01-06,St. James,3,0,0,none,0.00
2023-01-06,St. John the Baptist,3,0,0,none,0.00
2023-01-06,St. Tammany,9,0,0,none,0.00
2023-01-06,Tangipahoa,9,0,0,none,0.00
2023-01-06,Terrebonne,3,0,0,none,0.00
2023-01-06,Washington,9,0,0,none,0.00
2023-01-06,West Baton Rouge,2,0,0,none,0.00
2023-01-06,West Feliciana,2,0,0,none,0.00
2023-01-07,Ascension,2,0,0,none,0.00
2023-01-07,Assumption,3,0,0,none,0.00
2023-01-07,East Baton Rouge,2,0,0,none,0.00
2023-01-07,East Feliciana,2,0,0,none,0.00
2023-01-07,Iberville,2,0,0,none,0.00
2023-01-07,Jefferson,1,0,0,none,0.00
2023-01-07,Lafourche,3,0,0,none,0.00
2023-01-07,Livingston,9,0,0,none,0.00
2023-01-07,Orleans,1,0,0,none,0.00
2023-01-07,Plaquemines,1,0,0,none,0.00
2023-01-07,Pointe Coupee,2,0,0,none,0.00
2023-01-07,St. Bernard,1,0,0,none,0.00
2023-01-07,St. Charles,3,0,0,none,0.00
2023-01-07,St. Helena,9,0,0,none,0.00
2023-01-07,St. James,3,0,0,none,0.00
2023-01-07,St. John the Baptist,3,0,0,none,0.00
2023-01-07,St. Tammany,9,0,0,none,0.00
2023-01-07,Tangipahoa,9,0,0,none,0.00
2023-01-07,Terrebonne,3,0,0,none,0.00
2023-01-07,Washington,9,0,0,none,0.00
2023-01-07,West Baton Rouge,2,0,0,none,0.00
2023-01-07,West Feliciana,2,0,0,none,0.00
2023-01-08,Ascension,2,0,0,none,0.00
2023-01-08,Assumption,3,0,0,none,0.00
2023-01-08,East Baton Rouge,2,0,0,none,0.00
2023-01-08,East Feliciana,2,0,0,none,0.00
2023-01-08,Iberville,2,0,0,none,0.00
2023-01-08,Jefferson,1,0,0,none,0.00
2023-01-08,Lafourche,3,0,0,none,0.00
2023-01-08,Livingston,9,0,0,none,0.00
2023-01-08,Orleans,1,0,0,none,0.00
2023-01-08,Plaquemines,1,0,0,none,0.00
2023-01-08,Pointe Coupee,2,0,0,none,0.00
2023-01-08,St. Bernard,1,0,0,none,0.00
2023-01-08,St. Charles,3,0,0,none,0.00
2023-01-08,St. Helena,9,0,0,none,0.00
2023-01-08,St. James,3,0,0,none,0.00
2023-01-08,St. John the Baptist,3,0,0,none,0.00
2023-01-08,St. Tammany,9,0,0,none,0.00
2023-01-08,Tangipahoa,9,0,0,none,0.00
2023-01-08,Terrebonne,3,0,0,none,0.00
2023-01-08,Washington,9,0,0,none,0.00
2023-01-08,West Baton Rouge,2,0,0,none,0.00
2023-01-08,West Feliciana,2,0,0,none,0.00
2023-01-09,Ascension,2,0,0,none,0.00
2023-01-09,Assumption,3,0,0,none,0.00
2023-01-09,East Baton Rouge,2,0,0,none,0.00
2023-01-09,East Feliciana,2,0,0,none,0.00
2023-01-09,Iberville,2,0,0,none,0.00
2023-01-09,Jefferson,1,0,0,none,0.00
2023-01-09,Lafourche,3,0,0,none,0.00
2023-01-09,Livingston,9,0,0,none,0.00
2023-01-09,Orleans,1,0,0,none,0.00
2023-01-09,Plaquemines,1,0,0,none,0.00
2023-01-09,Pointe Coupee,2,0,0,none,0.00
2023-01-09,St. Bernard,1,0,0,none,0.00
2023-01-09,St. Charles,3,0,0,none,0.00
2023-01-09,St. Helena,9,0,0,none,0.00
2023-01-09,St. James,3,0,0,none,0.00
2023-01-09,St. John the Baptist,3,0,0,none,0.00
2023-01-09,St. Tammany,9,0,0,none,0.00
2023-01-09,Tangipahoa,9,0,0,none,0.00
2023-01-09,Terrebonne,3,0,0,none,0.00
2023-01-09,Washington,9,0,0,none,0.00
2023-01-09,West Baton Rouge,2,0,0,none,0.00
2023-01-09,West Feliciana,2,0,0,none,0.00
2023-01-10,Ascension,2,0,0,none,0.00
2023-01-10,Assumption,3,0,0,none,0.00
2023-01-10,East Baton Rouge,2,0,0,none,0.00
2023-01-10,East Feliciana,2,0,0,none,0.00
2023-01-10,Iberville,2,0,0,none,0.00
2023-01-10,Jefferson,1,0,0,none,0.00
2023-01-10,Lafourche,3,0,0,none,0.00
2023-01-10,Livingston,9,0,0,none,0.00
2023-01-10,Orleans,1,0,0,none,0.00
2023-01-10,Plaquemines,1,0,0,none,0.00
2023-01-10,Pointe Coupee,2,0,0,none,0.00
2023-01-10,St. Bernard,1,0,0,none,0.00
2023-01-10,St. Charles,3,0,0,none,0.00
2023-01-10,St. Helena,9,0,0,none,0.00
2023-01-10,St. James,3,0,0,none,0.00
2023-01-10,St. John the Baptist,3,0,0,none,0.00
2023-01-10,St. Tammany,9,0,0,none,0.00
2023-01-10,Tangipahoa,9,0,0,none,0.00
2023-01-10,Terrebonne,3,0,0,none,0.00
2023-01-10,Washington,9,0,0,none,0.00
2023-01-10,West Baton Rouge,2,0,0,none,0.00
2023-01-10,West Feliciana,2,0,0,none,0.00
2023-01-11,Ascension,2,0,0,none,0.00
2023-01-11,Assumption,3,0,0,none,0.00
2023-01-11,East Baton Rouge,2,0,0,none,0.00
2023-01-11,East Feliciana,2,0,0,none,0.00
2023-01-11,Iberville,2,0,0,none,0.00
2023-01-11,Jefferson,1,0,0,none,0.00
2023-01-11,Lafourche,3,0,0,none,0.00
2023-01-11,Livingston,9,0,0,none,0.00
2023-01-11,Orleans,1,0,0,none,0.00
2023-01-11,Plaquemines,1,0,0,none,0.00
2023-01-11,Pointe Coupee,2,0,0,none,0.00
2023-01-11,St. Bernard,1,0,0,none,0.00
2023-01-11,St. Charles,3,0,0,none,0.00
2023-01-11,St. Helena,9,0,0,none,0.00
2023-01-11,St. James,3,0,0,none,0.00
2023-01-11,St. John the Baptist,3,0,0,none,0.00
2023-01-11,St. Tammany,9,0,0,none,0.00
2023-01-11,Tangipahoa,9,0,0,none,0.00
2023-01-11,Terrebonne,3,0,0,none,0.00
2023-01-11,Washington,9,0,0,none,0.00
2023-01-11,West Baton Rouge,2,0,0,none,0.00
2023-01-11,West Feliciana,2,0,0,none,0.00
2023-01-12,Ascension,2,0,0,none,0.00
2023-01-12,Assumption,3,0,0,none,0.00
2023-01-12,East Baton Rouge,2,0,0,none,0.00
2023-01-12,East Feliciana,2,0,0,none,0.00
2023-01-12,Iberville,2,0,0,none,0.00
2023-01-12,Jefferson,1,0,0,none,0.00
2023-01-12,Lafourche,3,0,0,none,0.00
2023-01-12,Livingston,9,0,0,none,0.00
2023-01-12,Orleans,1,0,0,none,0.00
2023-01-12,Plaquemines,1,0,0,none,0.00
2023-01-12,Pointe Coupee,2,0,0,none,0.00
2023-01-12,St. Bernard,1,0,0,none,0.00
2023-01-12,St. Charles,3,0,0,none,0.00
2023-01-12,St. Helena,9,0,0,none,0.00
2023-01-12,St. James,3,0,0,none,0.00
2023-01-12,St. John the Baptist,3,0,0,none,0.00
2023-01-12,St. Tammany,9,0,0,none,0.00
2023-01-12,Tangipahoa,9,0,0,none,0.00
2023-01-12,Terrebonne,3,0,0,none,0.00
2023-01-12,Washington,9,0,0,none,0.00
2023-01-12,West Baton Rouge,2,0,0,none,0.00
2023-01-12,West Feliciana,2,0,0,none,0.00
2023-01-13,Ascension,2,0,0,none,0.00
2023-01-13,Assumption,3,0,0,none,0.00
2023-01-13,East Baton Rouge,2,0,0,none,0.00
2023-01-13,East Feliciana,2,0,0,none,0.00
2023-01-13,Iberville,2,0,0,none,0.00
2023-01-13,Jefferson,1,0,0,none,0.00
2023-01-13,Lafourche,3,0,0,none,0.00
2023-01-13,Livingston,9,0,0,none,0.00
2023-01-13,Orleans,1,0,0,none,0.00
2023-01-13,Plaquemines,1,0,0,none,0.00
2023-01-13,Pointe Coupee,2,0,0,none,0.00
2023-01-13,St. Bernard,1,0,0,none,0.00
2023-01-13,St. Charles,3,0,0,none,0.00
2023-01-13,St. Helena,9,0,0,none,0.00
2023-01-13,St. James,3,0,0,none,0.00
2023-01-13,St. John the Baptist,3,0,0,none,0.00
2023-01-13,St. Tammany,9,0,0,none,0.00
2023-01-13,Tangipahoa,9,0,0,none,0.00
2023-01-13,Terrebonne,3,0,0,none,0.00
2023-01-13,Washington,9,0,0,none,0.00
2023-01-13,West Baton Rouge,2,0,0,none,0.00
2023-01-13,West Feliciana,2,0,0,none,0.00
2023-01-14,Ascension,2,0,0,none,0.00
2023-01-14,Assumption,3,0,0,none,0.00
2023-01-14,East Baton Rouge,2,0,0,none,0.00
2023-01-14,East Feliciana,2,0,0,none,0.00
2023-01-14,Iberville,2,0,0,none,0.00
2023-01-14,Jefferson,1,0,0,none,0.00
2023-01-14,Lafourche,3,0,0,none,0.00
2023-01-14,Livingston,9,0,0,none,0.00
2023-01-14,Orleans,1,0,0,none,0.00
2023-01-14,Plaquemines,1,0,0,none,0.00
2023-01-14,Pointe Coupee,2,0,0,none,0.00
2023-01-14,St. Bernard,1,0,0,none,0.00
2023-01-14,St. Charles,3,0,0,none,0.00
2023-01-14,St. Helena,9,0,0,none,0.00
2023-01-14,St. James,3,0,0,none,0.00
2023-01-14,St. John the Baptist,3,0,0,none,0.00
2023-01-14,St. Tammany,9,0,0,none,0.00
2023-01-14,Tangipahoa,9,0,0,none,0.00
2023-01-14,Terrebonne,3,0,0,none,0.00
2023-01-14,Washington,9,0,0,none,0.00
2023-01-14,West Baton Rouge,2,0,0,none,0.00
2023-01-14,West Feliciana,2,0,0,none,0.00
2023-01-15,Ascension,2,0,0,none,0.00
2023-01-15,Assumption,3,0,0,none,0.00
2023-01-15,East Baton Rouge,2,0,0,none,0.00
2023-01-15,East Feliciana,2,0,0,none,0.00
2023-01-15,Iberville,2,0,0,none,0.00
2023-01-15,Jefferson,1,0,0,none,0.00
2023-01-15,Lafourche,3,0,0,none,0.00
2023-01-15,Livingston,9,0,0,none,0.00
2023-01-15,Orleans,1,0,0,none,0.00
2023-01-15,Plaquemines,1,0,0,none,0.00
2023-01-15,Pointe Coupee,2,0,0,none,0.00
2023-01-15,St. Bernard,1,0,0,none,0.00
2023-01-15,St. Charles,3,0,0,none,0.00
2023-01-15,St. Helena,9,0,0,none,0.00
2023-01-15,St. James,3,0,0,none,0.00
2023-01-15,St. John the Baptist,3,0,0,none,0.00
2023-01-15,St. Tammany,9,0,0,none,0.00
2023-01-15,Tangipahoa,9,0,0,none,0.00
2023-01-15,Terrebonne,3,0,0,none,0.00
2023-01-15,Washington,9,0,0,none,0.00
2023-01-15,West Baton Rouge,2,0,0,none,0.00
2023-01-15,West Feliciana,2,0,0,none,0.00
2023-01-16,Ascension,2,0,0,none,0.00
2023-01-16,Assumption,3,0,0,none,0.00
2023-01-16,East Baton Rouge,2,0,0,none,0.00
2023-01-16,East Feliciana,2,0,0,none,0.00
2023-01-16,Iberville,2,0,0,none,0.00
2023-01-16,Jefferson,1,0,0,none,0.00
2023-01-16,Lafourche,3,0,0,none,0.00
2023-01-16,Livingston,9,0,0,none,0.00
2023-01-16,Orleans,1,0,0,none,0.00
2023-01-16,Plaquemines,1,0,0,none,0.00
2023-01-16,Pointe Coupee,2,0,0,none,0.00
2023-01-16,St. Bernard,1,0,0,none,0.00
2023-01-16,St. Charles,3,0,0,none,0.00
2023-01-16,St. Helena,9,0,0,none,0.00
2023-01-16,St. James,3,0,0,none,0.00
2023-01-16,St. John the Baptist,3,0,0,none,0.00
2023-01-16,St. Tammany,9,0,0,none,0.00
2023-01-16,Tangipahoa,9,0,0,none,0.00
2023-01-16,Terrebonne,3,0,0,none,0.00
2023-01-16,Washington,9,0,0,none,0.00
2023-01-16,West Baton Rouge,2,0,0,none,0.00
2023-01-16,West Feliciana,2,0,0,none,0.00
2023-01-17,Ascension,2,0,0,none,0.00
2023-01-17,Assumption,3,0,0,none,0.00
2023-01-17,East Baton Rouge,2,0,0,none,0.00
2023-01-17,East Feliciana,2,0,0,none,0.00
2023-01-17,Iberville,2,0,0,none,0.00
2023-01-17,Jefferson,1,0,0,none,0.00
2023-01-17,Lafourche,3,0,0,none,0.00
2023-01-17,Livingston,9,0,0,none,0.00
2023-01-17,Orleans,1,0,0,none,0.00
2023-01-17,Plaquemines,1,0,0,none,0.00
2023-01-17,Pointe Coupee,2,0,0,none,0.00
2023-01-17,St. Bernard,1,0,0,none,0.00
2023-01-17,St. Charles,3,0,0,none,0.00
2023-01-17,St. Helena,9,0,0,none,0.00
2023-01-17,St. James,3,0,0,none,0.00
2023-01-17,St. John the Baptist,3,0,0,none,0.00
2023-01-17,St. Tammany,9,0,0,none,0.00
2023-01-17,Tangipahoa,9,0,0,none,0.00
2023-01-17,Terrebonne,3,0,0,none,0.00
2023-01-17,Washington,9,0,0,none,0.00
2023-01-17,West Baton Rouge,2,0,0,none,0.00
2023-01-17,West Feliciana,2,0,0,none,0.00
2023-01-18,Ascension,2,0,0,none,0.00
2023-01-18,Assumption,3,0,0,none,0.00
2023-01-18,East Baton Rouge,2,0,0,none,0.00
2023-01-18,East Feliciana,2,0,0,none,0.00
2023-01-18,Iberville,2,0,0,none,0.00
2023-01-18,Jefferson,1,0,0,none,0.00
2023-01-18,Lafourche,3,0,0,none,0.00
2023-01-18,Livingston,9,0,0,none,0.00
2023-01-18,Orleans,1,0,0,none,0.00
2023-01-18,Plaquemines,1,0,0,none,0.00
2023-01-18,Pointe Coupee,2,0,0,none,0.00
2023-01-18,St. Bernard,1,0,0,none,0.00
2023-01-18,St. Charles,3,0,0,none,0.00
2023-01-18,St. Helena,9,0,0,none,0.00
2023-01-18,St. James,3,0,0,none,0.00
2023-01-18,St. John the Baptist,3,0,0,none,0.00
2023-01-18,St. Tammany,9,0,0,none,0.00
2023-01-18,Tangipahoa,9,0,0,none,0.00
2023-01-18,Terrebonne,3,0,0,none,0.00
2023-01-18,Washington,9,0,0,none,0.00
2023-01-18,West Baton Rouge,2,0,0,none,0.00
2023-01-18,West Feliciana,2,0,0,none,0.00
2023-01-19,Ascension,2,0,0,none,0.00
2023-01-19,Assumption,3,0,0,none,0.00
2023-01-19,East Baton Rouge,2,0,0,none,0.00
2023-01-19,East Feliciana,2,0,0,none,0.00
2023-01-19,Iberville,2,0,0,none,0.00
2023-01-19,Jefferson,1,0,0,none,0.00
2023-01-19,Lafourche,3,0,0,none,0.00
2023-01-19,Livingston,9,0,0,none,0.00
2023-01-19,Orleans,1,0,0,none,0.00
2023-01-19,Plaquemines,1,0,0,none,0.00
2023-01-19,Pointe Coupee,2,0,0,none,0.00
2023-01-19,St. Bernard,1,0,0,none,0.00
2023-01-19,St. Charles,3,0,0,none,0.00
2023-01-19,St. Helena,9,0,0,none,0.00
2023-01-19,St. James,3,0,0,none,0.00
2023-01-19,St. John the Baptist,3,0,0,none,0.00
2023-01-19,St. Tammany,9,0,0,none,0.00
2023-01-19,Tangipahoa,9,0,0,none,0.00
2023-01-19,Terrebonne,3,0,0,none,0.00
2023-01-19,Washington,9,0,0,none,0.00
2023-01-19,West Baton Rouge,2,0,0,none,0.00
2023-01-19,West Feliciana,2,0,0,none,0.00
2023-01-20,Ascension,2,0,0,none,0.00
2023-01-20,Assumption,3,0,0,none,0.00
2023-01-20,East Baton Rouge,2,0,0,none,0.00
2023-01-20,East Feliciana,2,0,0,none,0.00
2023-01-20,Iberville,2,0,0,none,0.00
2023-01-20,Jefferson,1,0,0,none,0.00
2023-01-20,Lafourche,3,0,0,none,0.00
2023-01-20,Livingston,9,0,0,none,0.00
2023-01-20,Orleans,1,0,0,none,0.00
2023-01-20,Plaquemines,1,0,0,none,0.00
2023-01-20,Pointe Coupee,2,0,0,none,0.00
2023-01-20,St. Bernard,1,0,0,none,0.00
2023-01-20,St. Charles,3,0,0,none,0.00
2023-01-20,St. Helena,9,0,0,none,0.00
2023-01-20,St. James,3,0,0,none,0.00
2023-01-20,St. John the Baptist,3,0,0,none,0.00
2023-01-20,St. Tammany,9,0,0,none,0.00
2023-01-20,Tangipahoa,9,0,0,none,0.00
2023-01-20,Terrebonne,3,0,0,none,0.00
2023-01-20,Washington,9,0,0,none,0.00
2023-01-20,West Baton Rouge,2,0,0,none,0.00
2023-01-20,West Feliciana,2,0,0,none,0.00
2023-01-21,Ascension,2,0,0,none,0.00
2023-01-21,Assumption,3,0,0,none,0.00
2023-01-21,East Baton Rouge,2,0,0,none,0.00
2023-01-21,East Feliciana,2,0,0,none,0.00
2023-01-21,Iberville,2,0,0,none,0.00
2023-01-21,Jefferson,1,0,0,none,0.00
2023-01-21,Lafourche,3,0,0,none,0.00
2023-01-21,Livingston,9,0,0,none,0.00
2023-01-21,Orleans,1,0,0,none,0.00
2023-01-21,Plaquemines,1,0,0,none,0.00
2023-01-21,Pointe Coupee,2,0,0,none,0.00
2023-01-21,St. Bernard,1,0,0,none,0.00
2023-01-21,St. Charles,3,0,0,none,0.00
2023-01-21,St. Helena,9,0,0,none,0.00
2023-01-21,St. James,3,0,0,none,0.00
2023-01-21,St. John the Baptist,3,0,0,none,0.00
2023-01-21,St. Tammany,9,0,0,none,0.00
2023-01-21,Tangipahoa,9,0,0,none,0.00
2023-01-21,Terrebonne,3,0,0,none,0.00
2023-01-21,Washington,9,0,0,none,0.00
2023-01-21,West Baton Rouge,2,0,0,none,0.00
2023-01-21,West Feliciana,2,0,0,none,0.00
2023-01-22,Ascension,2,0,0,none,0.00
2023-01-22,Assumption,3,0,0,none,0.00
2023-01-22,East Baton Rouge,2,0,0,none,0.00
2023-01-22,East Feliciana,2,0,0,none,0.00
2023-01-22,Iberville,2,0,0,none,0.00
2023-01-22,Jefferson,1,0,0,none,0.00
2023-01-22,Lafourche,3,0,0,none,0.00
2023-01-22,Livingston,9,0,0,none,0.00
2023-01-22,Orleans,1,0,0,none,0.00
2023-01-22,Plaquemines,1,0,0,none,0.00
2023-01-22,Pointe Coupee,2,0,0,none,0.00
2023-01-22,St. Bernard,1,0,0,none,0.00
2023-01-22,St. Charles,3,0,0,none,0.00
2023-01-22,St. Helena,9,0,0,none,0.00
2023-01-22,St. James,3,0,0,none,0.00
2023-01-22,St. John the Baptist,3,0,0,none,0.00
2023-01-22,St. Tammany,9,0,0,none,0.00
2023-01-22,Tangipahoa,9,0,0,none,0.00
2023-01-22,Terrebonne,3,0,0,none,0.00
2023-01-22,Washington,9,0,0,none,0.00
2023-01-22,West Baton Rouge,2,0,0,none,0.00
2023-01-22,West Feliciana,2,0,0,none,0.00
2023-01-23,Ascension,2,0,0,none,0.00
2023-01-23,Assumption,3,0,0,none,0.00
2023-01-23,East Baton Rouge,2,0,0,none,0.00
2023-01-23,East Feliciana,2,0,0,none,0.00
2023-01-23,Iberville,2,0,0,none,0.00
2023-01-23,Jefferson,1,0,0,none,0.00
2023-01-23,Lafourche,3,0,0,none,0.00
2023-01-23,Livingston,9,0,0,none,0.00
2023-01-23,Orleans,1,0,0,none,0.00
2023-01-23,Plaquemines,1,0,0,none,0.00
2023-01-23,Pointe Coupee,2,0,0,none,0.00
2023-01-23,St. Bernard,1,0,0,none,0.00
2023-01-23,St. Charles,3,0,0,none,0.00
2023-01-23,St. Helena,9,0,0,none,0.00
2023-01-23,St. James,3,0,0,none,0.00
2023-01-23,St. John the Baptist,3,0,0,none,0.00
2023-01-23,St. Tammany,9,0,0,none,0.00
2023-01-23,Tangipahoa,9,0,0,none,0.00
2023-01-23,Terrebonne,3,0,0,none,0.00
2023-01-23,Washington,9,0,0,none,0.00
2023-01-23,West Baton Rouge,2,0,0,none,0.00
2023-01-23,West Feliciana,2,0,0,none,0.00
2023-01-24,Ascension,2,0,0,none,0.00
2023-01-24,Assumption,3,0,0,none,0.00
2023-01-24,East Baton Rouge,2,0,0,none,0.00
2023-01-24,East Feliciana,2,0,0,none,0.00
2023-01-24,Iberville,2,0,0,none,0.00
2023-01-24,Jefferson,1,0,0,none,0.00
2023-01-24,Lafourche,3,0,0,none,0.00
2023-01-24,Livingston,9,0,0,none,0.00
2023-01-24,Orleans,1,0,0,none,0.00
2023-01-24,Plaquemines,1,0,0,none,0.00
2023-01-24,Pointe Coupee,2,0,0,none,0.00
2023-01-24,St. Bernard,1,0,0,none,0.00
2023-01-24,St. Charles,3,0,0,none,0.00
2023-01-24,St. Helena,9,0,0,none,0.00
2023-01-24,St. James,3,0,0,none,0.00
2023-01-24,St. John the Baptist,3,0,0,none,0.00
2023-01-24,St. Tammany,9,0,0,none,0.00
2023-01-24,Tangipahoa,9,0,0,none,0.00
2023-01-24,Terrebonne,3,0,0,none,0.00
2023-01-24,Washington,9,0,0,none,0.00
2023-01-24,West Baton Rouge,2,0,0,none,0.00
2023-01-24,West Feliciana,2,0,0,none,0.00
2023-01-25,Ascension,2,0,0,none,0.00
2023-01-25,Assumption,3,0,0,none,0.00
2023-01-25,East Baton Rouge,2,0,0,none,0.00
2023-01-25,East Feliciana,2,0,0,none,0.00
2023-01-25,Iberville,2,0,0,none,0.00
2023-01-25,Jefferson,1,0,0,none,0.00
2023-01-25,Lafourche,3,0,0,none,0.00
2023-01-25,Livingston,9,0,0,none,0.00
2023-01-25,Orleans,1,0,0,none,0.00
2023-01-25,Plaquemines,1,0,0,none,0.00
2023-01-25,Pointe Coupee,2,0,0,none,0.00
2023-01-25,St. Bernard,1,0,0,none,0.00
2023-01-25,St. Charles,3,0,0,none,0.00
2023-01-25,St. Helena,9,0,0,none,0.00
2023-01-25,St. James,3,0,0,none,0.00
2023-01-25,St. John the Baptist,3,0,0,none,0.00
2023-01-25,St. Tammany,9,0,0,none,0.00
2023-01-25,Tangipahoa,9,0,0,none,0.00
2023-01-25,Terrebonne,3,0,0,none,0.00
