date,season,ldh_region,region_name,ed_visits,health_population_2020,ed_visits_per_100k,lix_parish_count,advisory_parishes,warning_parishes,advisory_pct,warning_pct,severity_score,headline,mean_hazard_hours
2024-08-24,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-24,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-24,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-25,2024,1,Southeast,4,892057,0.448,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-25,2024,2,Capital Region,3,696328,0.431,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-25,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-25,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-26,2024,1,Southeast,4,892057,0.448,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-26,2024,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-26,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-26,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-27,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-27,2024,2,Capital Region,3,696328,0.431,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-27,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-27,2024,9,Northshore,4,596392,0.671,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-28,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-28,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-28,2024,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-28,2024,9,Northshore,4,596392,0.671,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-29,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-29,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-29,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-29,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-30,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-30,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-30,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-30,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-08-31,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-08-31,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-08-31,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-08-31,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-01,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-01,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-01,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-01,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-02,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-02,2024,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-02,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-02,2024,9,Northshore,4,596392,0.671,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-03,2024,1,Southeast,5,892057,0.561,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-03,2024,2,Capital Region,4,696328,0.574,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-03,2024,3,South Central,8,392800,2.037,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-03,2024,9,Northshore,6,596392,1.006,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-04,2024,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-04,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-04,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-04,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-05,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-05,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-05,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-05,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-06,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-06,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-06,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-06,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-07,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-07,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-07,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-07,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-08,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-08,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-08,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-08,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-09,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-09,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-09,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-09,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-10,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-10,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-10,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-10,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-11,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-11,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-11,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-11,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-12,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-12,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-12,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-12,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-13,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-13,2024,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-13,2024,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-13,2024,9,Northshore,4,596392,0.671,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-14,2024,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-14,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-14,2024,3,South Central,4,392800,1.018,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-14,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-15,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-15,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-15,2024,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-15,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-16,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-16,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-16,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-16,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-17,2024,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-17,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-17,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-17,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-18,2024,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-18,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-18,2024,3,South Central,4,392800,1.018,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-18,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-19,2024,1,Southeast,4,892057,0.448,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-19,2024,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-19,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-19,2024,9,Northshore,5,596392,0.838,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-20,2024,1,Southeast,5,892057,0.561,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-20,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-20,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-20,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-21,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-21,2024,2,Capital Region,4,696328,0.574,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-21,2024,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-21,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-22,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-22,2024,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-22,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-22,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-23,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-23,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-23,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-23,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-24,2024,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-24,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-24,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-24,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-25,2024,1,Southeast,5,892057,0.561,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-25,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-25,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-25,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-26,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-26,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-26,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-26,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-27,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-27,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-27,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-27,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-28,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-28,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-28,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-28,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-29,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-29,2024,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-29,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-29,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-09-30,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-09-30,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-09-30,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-09-30,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-01,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-01,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-01,2024,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-01,2024,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-02,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-02,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-02,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-02,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-03,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-03,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-03,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-03,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-04,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-04,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-04,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-04,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-05,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-05,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-05,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-05,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-06,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-06,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-06,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-06,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-07,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-07,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-07,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-07,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-08,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-08,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-08,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-08,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-09,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-09,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-09,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-09,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-10,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-10,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-10,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-10,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-11,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-11,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-11,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-11,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-12,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-12,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-12,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-12,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-13,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-13,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-13,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-13,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-14,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-14,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-14,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-14,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-15,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-15,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-15,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-15,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-16,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-16,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-16,2024,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-16,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-17,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-17,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-17,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-17,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-18,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-18,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-18,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-18,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-19,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-19,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-19,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-19,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-20,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-20,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-20,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-20,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-21,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-21,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-21,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-21,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-22,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-22,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-22,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-22,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-23,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-23,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-23,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-23,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-24,2024,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-24,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-24,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-24,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-25,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-25,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-25,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-25,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-26,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-26,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-26,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-26,2024,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-27,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-27,2024,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-27,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-27,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-28,2024,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-28,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-28,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-28,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-29,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-29,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-29,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-29,2024,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-30,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2024-10-30,2024,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2024-10-30,2024,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2024-10-30,2024,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2024-10-31,2024,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
