date,season,ldh_region,region_name,ed_visits,health_population_2020,ed_visits_per_100k,lix_parish_count,advisory_parishes,warning_parishes,advisory_pct,warning_pct,severity_score,headline,mean_hazard_hours
2023-08-23,2023,3,South Central,9,392800,2.291,6,0,6,0.00,100.00,2.0000,warning,11.00
2023-08-23,2023,9,Northshore,15,596392,2.515,5,0,5,0.00,100.00,2.0000,warning,11.00
2023-08-24,2023,1,Southeast,7,892057,0.785,4,0,4,0.00,100.00,2.0000,warning,10.00
2023-08-24,2023,2,Capital Region,5,696328,0.718,7,0,7,0.00,100.00,2.0000,warning,10.00
2023-08-24,2023,3,South Central,13,392800,3.310,6,0,6,0.00,100.00,2.0000,warning,10.00
2023-08-24,2023,9,Northshore,13,596392,2.180,5,0,5,0.00,100.00,2.0000,warning,10.00
2023-08-25,2023,1,Southeast,12,892057,1.345,4,4,0,100.00,0.00,1.0000,advisory,10.00
2023-08-25,2023,2,Capital Region,4,696328,0.574,7,7,0,100.00,0.00,1.0000,advisory,10.00
2023-08-25,2023,3,South Central,7,392800,1.782,6,6,0,100.00,0.00,1.0000,advisory,10.00
2023-08-25,2023,9,Northshore,17,596392,2.850,5,5,0,100.00,0.00,1.0000,advisory,10.00
2023-08-26,2023,1,Southeast,11,892057,1.233,4,0,4,0.00,100.00,2.0000,warning,10.00
2023-08-26,2023,2,Capital Region,7,696328,1.005,7,0,7,0.00,100.00,2.0000,warning,10.00
2023-08-26,2023,3,South Central,9,392800,2.291,6,0,6,0.00,100.00,2.0000,warning,10.00
2023-08-26,2023,9,Northshore,12,596392,2.012,5,0,5,0.00,100.00,2.0000,warning,10.00
2023-08-27,2023,1,Southeast,15,892057,1.682,4,0,4,0.00,100.00,2.0000,warning,10.00
2023-08-27,2023,2,Capital Region,5,696328,0.718,7,0,7,0.00,100.00,2.0000,warning,10.00
2023-08-27,2023,3,South Central,4,392800,1.018,6,0,6,0.00,100.00,2.0000,warning,10.00
2023-08-27,2023,9,Northshore,5,596392,0.838,5,0,5,0.00,100.00,2.0000,warning,10.00
2023-08-28,2023,1,Southeast,5,892057,0.561,4,4,0,100.00,0.00,1.0000,advisory,9.00
2023-08-28,2023,2,Capital Region,3,696328,0.431,7,7,0,100.00,0.00,1.0000,advisory,9.00
2023-08-28,2023,3,South Central,2,392800,0.509,6,6,0,100.00,0.00,1.0000,advisory,9.00
2023-08-28,2023,9,Northshore,6,596392,1.006,5,5,0,100.00,0.00,1.0000,advisory,9.00
2023-08-29,2023,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2023-08-29,2023,2,Capital Region,4,696328,0.574,7,0,0,0.00,0.00,0.0000,none,0.00
2023-08-29,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-08-29,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-08-30,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-08-30,2023,2,Capital Region,4,696328,0.574,7,0,0,0.00,0.00,0.0000,none,0.00
2023-08-30,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-08-30,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-08-31,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-08-31,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-08-31,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-08-31,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-01,2023,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-01,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-01,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-01,2023,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-02,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-02,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-02,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-02,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-03,2023,1,Southeast,4,892057,0.448,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-03,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-03,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-03,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-04,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-04,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-04,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-04,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-05,2023,1,Southeast,6,892057,0.673,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-05,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-05,2023,3,South Central,7,392800,1.782,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-05,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-06,2023,1,Southeast,10,892057,1.121,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-06,2023,2,Capital Region,5,696328,0.718,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-06,2023,3,South Central,6,392800,1.527,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-06,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-07,2023,1,Southeast,7,892057,0.785,4,4,0,100.00,0.00,1.0000,advisory,8.00
2023-09-07,2023,2,Capital Region,5,696328,0.718,7,7,0,100.00,0.00,1.0000,advisory,8.00
2023-09-07,2023,3,South Central,9,392800,2.291,6,6,0,100.00,0.00,1.0000,advisory,8.00
2023-09-07,2023,9,Northshore,9,596392,1.509,5,5,0,100.00,0.00,1.0000,advisory,8.00
2023-09-08,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-08,2023,2,Capital Region,7,696328,1.005,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-08,2023,3,South Central,4,392800,1.018,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-08,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-09,2023,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-09,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-09,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-09,2023,9,Northshore,4,596392,0.671,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-10,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-10,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-10,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-10,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-11,2023,1,Southeast,5,892057,0.561,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-11,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-11,2023,3,South Central,5,392800,1.273,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-11,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-12,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-12,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-12,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-12,2023,9,Northshore,5,596392,0.838,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-13,2023,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-13,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-13,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-13,2023,9,Northshore,4,596392,0.671,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-14,2023,1,Southeast,4,892057,0.448,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-14,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-14,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-14,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-15,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-15,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-15,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-15,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-16,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-16,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-16,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-16,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-17,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-17,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-17,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-17,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-18,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-18,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-18,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-18,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-19,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-19,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-19,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-19,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-20,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-20,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-20,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-20,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-21,2023,1,Southeast,4,892057,0.448,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-21,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-21,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-21,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-22,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-22,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-22,2023,3,South Central,3,392800,0.764,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-22,2023,9,Northshore,5,596392,0.838,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-23,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-23,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-23,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-23,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-24,2023,1,Southeast,5,892057,0.561,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-24,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-24,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-24,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-25,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-25,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-25,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-25,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-26,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-26,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-26,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-26,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-27,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-27,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-27,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-27,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-28,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-28,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-28,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-28,2023,9,Northshore,3,596392,0.503,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-29,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-29,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-29,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-29,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-09-30,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-09-30,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-09-30,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-09-30,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-01,2023,1,Southeast,3,892057,0.336,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-01,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-01,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-01,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-02,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-02,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-02,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-02,2023,9,Northshore,5,596392,0.838,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-03,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-03,2023,2,Capital Region,2,696328,0.287,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-03,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-03,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-04,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-04,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-04,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-04,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-05,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-05,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-05,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-05,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-06,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-06,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-06,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-06,2023,9,Northshore,2,596392,0.335,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-07,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-07,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-07,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-07,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-08,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-08,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-08,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-08,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-09,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-09,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-09,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-09,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-10,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-10,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-10,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-10,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-11,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-11,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-11,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-11,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-12,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-12,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-12,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-12,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-13,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-13,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-13,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-13,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-14,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-14,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-14,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-14,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-15,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-15,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-15,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-15,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-16,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-16,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-16,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-16,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-17,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-17,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-17,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-17,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-18,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-18,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-18,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-18,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-19,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-19,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-19,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-19,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-20,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-20,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-20,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-20,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-21,2023,1,Southeast,2,892057,0.224,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-21,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-21,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-21,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-22,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-22,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-22,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-22,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-23,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-23,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-23,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-23,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-24,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-24,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-24,2023,3,South Central,2,392800,0.509,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-24,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-25,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-25,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-25,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-25,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-26,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-26,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-26,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-26,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-27,2023,1,Southeast,1,892057,0.112,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-27,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-27,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-27,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-28,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-28,2023,2,Capital Region,1,696328,0.144,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-28,2023,3,South Central,1,392800,0.255,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-28,2023,9,Northshore,0,596392,0.000,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-29,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
2023-10-29,2023,2,Capital Region,0,696328,0.000,7,0,0,0.00,0.00,0.0000,none,0.00
2023-10-29,2023,3,South Central,0,392800,0.000,6,0,0,0.00,0.00,0.0000,none,0.00
2023-10-29,2023,9,Northshore,1,596392,0.168,5,0,0,0.00,0.00,0.0000,none,0.00
2023-10-30,2023,1,Southeast,0,892057,0.000,4,0,0,0.00,0.00,0.0000,none,0.00
