date,station,high_f,low_f,average_f,peak_heat_index_f,morning_low_f,hi_hours_105,hi_hours_108,temperature_hours,heat_index_hours,expected_hours
2023-01-01,KASD,69.0,48.0,61.5,69.4,48.0,0,0,24,24,24
2023-01-01,KBTR,69.0,50.0,60.6,69.3,50.0,0,0,24,24,24
2023-01-01,KGAO,70.3,57.2,65.8,70.9,57.2,0,0,24,24,24
2023-01-01,KHDC,62.6,48.2,54.2,62.9,48.2,0,0,3,3,24
2023-01-01,KHUM,71.6,57.2,64.0,72.2,57.2,0,0,21,21,24
2023-01-01,KMSY,73.0,53.0,63.0,73.6,53.0,0,0,24,24,24
2023-01-01,KNEW,71.0,51.0,60.2,71.4,51.0,0,0,24,24,24
2023-01-01,KPTN,71.0,54.0,64.5,71.6,54.0,0,0,24,24,24
2023-01-01,KREG,72.3,50.5,62.7,72.7,50.5,0,0,24,24,24
2023-01-02,KASD,78.0,68.0,72.0,78.7,68.0,0,0,24,24,24
2023-01-02,KBTR,82.0,66.0,73.4,85.4,66.0,0,0,24,24,24
2023-01-02,KGAO,77.4,69.4,72.6,78.1,69.4,0,0,24,24,24
2023-01-02,KHDC,75.2,66.2,70.2,75.8,66.2,0,0,10,10,24
2023-01-02,KHUM,78.8,68.4,72.1,79.7,68.4,0,0,22,22,24
2023-01-02,KMSY,78.0,68.0,72.0,78.7,68.0,0,0,24,24,24
2023-01-02,KNEW,79.0,67.0,72.3,79.6,67.0,0,0,24,24,24
2023-01-02,KPTN,76.0,69.0,72.4,76.7,69.0,0,0,22,22,24
2023-01-02,KREG,81.3,69.0,74.3,83.9,69.0,0,0,24,24,24
2023-01-03,KASD,77.0,70.0,73.4,77.6,70.0,0,0,24,24,24
2023-01-03,KBTR,80.0,69.0,73.8,83.5,72.0,0,0,24,24,24
2023-01-03,KGAO,80.2,71.6,75.0,84.7,71.6,0,0,24,24,24
2023-01-03,KHDC,75.2,66.2,72.9,75.9,68.0,0,0,11,11,24
2023-01-03,KHUM,75.2,69.8,72.1,75.9,69.8,0,0,23,23,24
2023-01-03,KMSY,77.0,68.0,72.8,77.7,68.0,0,0,24,24,24
2023-01-03,KNEW,77.0,72.0,74.2,77.6,72.0,0,0,24,24,24
2023-01-03,KPTN,76.0,70.0,72.8,76.7,70.0,0,0,24,24,24
2023-01-03,KREG,78.8,69.0,74.9,79.5,73.6,0,0,24,24,24
2023-01-04,KASD,75.0,53.0,64.0,74.6,58.0,0,0,24,24,24
2023-01-04,KBTR,74.0,56.0,64.7,73.2,59.0,0,0,24,24,24
2023-01-04,KGAO,78.8,61.2,68.2,78.2,61.3,0,0,24,24,24
2023-01-04,KHDC,73.4,57.2,67.1,72.6,57.2,0,0,10,10,24
2023-01-04,KHUM,75.2,55.4,65.4,74.5,60.8,0,0,20,20,24
2023-01-04,KMSY,76.0,57.0,65.8,75.3,58.0,0,0,24,24,24
2023-01-04,KNEW,73.0,58.0,63.1,73.6,58.0,0,0,24,24,24
2023-01-04,KPTN,74.0,53.0,63.7,73.4,58.0,0,0,23,23,24
2023-01-04,KREG,77.5,57.6,66.1,76.7,57.6,0,0,24,24,24
2023-01-05,KASD,70.0,44.0,55.2,69.1,44.0,0,0,24,24,24
2023-01-05,KBTR,68.0,44.0,54.7,67.0,44.0,0,0,24,24,24
2023-01-05,KGAO,72.0,48.7,60.2,71.3,48.7,0,0,24,24,24
2023-01-05,KHDC,68.0,42.8,58.4,67.1,42.8,0,0,9,9,24
2023-01-05,KHUM,73.4,46.4,57.7,72.6,46.4,0,0,21,21,24
2023-01-05,KMSY,70.0,50.0,59.4,69.2,50.0,0,0,24,24,24
2023-01-05,KNEW,65.0,55.0,58.7,64.3,55.0,0,0,24,24,24
2023-01-05,KPTN,69.0,46.0,54.0,68.2,46.0,0,0,19,19,24
2023-01-05,KREG,70.7,45.3,57.0,69.8,45.3,0,0,24,24,24
2023-01-06,KASD,69.0,39.0,52.2,68.1,39.0,0,0,24,24,24
2023-01-06,KBTR,71.0,41.0,54.7,70.3,41.0,0,0,24,24,24
2023-01-06,KGAO,68.5,48.4,59.5,67.9,48.4,0,0,24,24,24
2023-01-06,KHDC,68.0,44.6,59.9,67.0,44.6,0,0,6,6,24
2023-01-06,KHUM,69.8,46.4,55.6,69.2,46.4,0,0,22,22,24
2023-01-06,KMSY,69.0,48.0,57.2,68.2,48.0,0,0,24,24,24
2023-01-06,KNEW,65.0,51.0,57.5,64.2,51.0,0,0,24,24,24
2023-01-06,KPTN,67.0,46.0,55.3,66.3,46.0,0,0,20,20,24
2023-01-06,KREG,71.0,42.8,56.5,70.3,42.8,0,0,24,24,24
2023-01-07,KASD,75.0,44.0,59.0,74.8,44.0,0,0,24,24,24
2023-01-07,KBTR,77.0,46.0,62.0,77.0,46.0,0,0,24,24,24
2023-01-07,KGAO,76.0,48.6,63.9,75.9,48.6,0,0,24,24,24
2023-01-07,KHDC,71.6,68.0,69.8,71.5,68.0,0,0,2,2,24
2023-01-07,KHUM,73.4,50.0,61.8,73.5,50.0,0,0,23,23,24
2023-01-07,KMSY,75.0,54.0,64.0,74.9,54.0,0,0,24,24,24
2023-01-07,KNEW,73.0,54.0,63.0,72.8,54.0,0,0,24,24,24
2023-01-07,KPTN,76.0,53.0,63.1,76.1,53.0,0,0,20,20,24
2023-01-07,KREG,77.4,47.7,62.6,77.3,47.7,0,0,24,24,24
2023-01-08,KASD,65.0,50.0,58.3,65.2,50.0,0,0,24,24,24
2023-01-08,KBTR,66.0,54.0,61.3,66.3,59.0,0,0,24,24,24
2023-01-08,KGAO,69.0,51.4,62.5,69.3,51.4,0,0,24,24,24
2023-01-08,KHDC,,,,,,0,0,0,0,24
2023-01-08,KHUM,66.2,59.7,63.9,66.7,59.7,0,0,23,23,24
2023-01-08,KMSY,65.0,60.0,62.1,65.0,60.0,0,0,24,24,24
2023-01-08,KNEW,64.0,59.0,61.0,64.2,59.0,0,0,24,24,24
2023-01-08,KPTN,69.0,60.0,64.5,69.1,63.0,0,0,24,24,24
2023-01-08,KREG,67.3,56.8,62.3,67.6,56.8,0,0,24,24,24
2023-01-09,KASD,66.0,44.0,53.8,65.1,47.0,0,0,24,24,24
2023-01-09,KBTR,65.0,44.0,52.6,64.2,46.0,0,0,24,24,24
2023-01-09,KGAO,64.6,46.6,58.6,64.2,57.4,0,0,24,24,24
2023-01-09,KHDC,64.4,41.5,51.4,63.3,44.6,0,0,14,14,24
2023-01-09,KHUM,64.4,47.3,56.0,63.7,51.8,0,0,22,22,24
2023-01-09,KMSY,63.0,50.0,56.2,62.3,52.0,0,0,24,24,24
2023-01-09,KNEW,60.0,51.0,56.3,59.4,52.0,0,0,24,24,24
2023-01-09,KPTN,65.0,49.0,56.0,64.1,51.0,0,0,24,24,24
2023-01-09,KREG,63.5,44.6,54.5,62.6,50.2,0,0,24,24,24
2023-01-10,KASD,71.0,38.0,55.3,71.0,38.0,0,0,24,24,24
2023-01-10,KBTR,74.0,41.0,59.8,74.1,41.0,0,0,24,24,24
2023-01-10,KGAO,72.0,44.6,60.7,72.0,44.6,0,0,24,24,24
2023-01-10,KHDC,70.7,38.5,55.8,70.6,38.5,0,0,24,24,24
2023-01-10,KHUM,71.6,45.0,59.3,71.9,45.0,0,0,22,22,24
2023-01-10,KMSY,73.0,46.0,59.3,72.9,46.0,0,0,24,24,24
2023-01-10,KNEW,67.0,49.0,59.0,66.9,49.0,0,0,24,24,24
2023-01-10,KPTN,72.0,47.0,58.4,72.2,47.0,0,0,15,15,24
2023-01-10,KREG,74.7,42.8,60.3,74.8,42.8,0,0,24,24,24
2023-01-11,KASD,79.0,62.0,70.7,79.3,62.0,0,0,24,24,24
2023-01-11,KBTR,81.0,68.0,72.8,82.8,68.0,0,0,24,24,24
2023-01-11,KGAO,77.5,68.0,71.9,78.0,68.0,0,0,24,24,24
2023-01-11,KHDC,80.4,63.7,70.2,81.5,63.7,0,0,24,24,24
2023-01-11,KHUM,77.0,67.5,70.7,77.7,67.5,0,0,23,23,24
2023-01-11,KMSY,80.0,65.0,71.2,81.8,65.0,0,0,24,24,24
2023-01-11,KNEW,77.0,63.0,69.6,77.3,63.0,0,0,24,24,24
2023-01-11,KPTN,,,,,,0,0,0,0,24
2023-01-11,KREG,82.2,66.6,72.8,84.2,66.6,0,0,24,24,24
2023-01-12,KASD,77.0,54.0,68.5,77.4,68.0,0,0,24,24,24
2023-01-12,KBTR,76.0,52.0,67.4,75.9,71.0,0,0,24,24,24
2023-01-12,KGAO,76.6,55.0,69.0,77.0,69.8,0,0,24,24,24
2023-01-12,KHDC,75.6,51.8,66.7,75.6,67.5,0,0,24,24,24
2023-01-12,KHUM,75.2,52.7,68.0,75.8,68.2,0,0,23,23,24
2023-01-12,KMSY,77.0,53.0,68.3,77.3,68.0,0,0,24,24,24
2023-01-12,KNEW,74.0,54.0,66.5,74.3,67.0,0,0,24,24,24
2023-01-12,KPTN,61.0,53.0,56.4,60.1,,0,0,5,5,24
2023-01-12,KREG,77.5,53.0,68.7,76.9,70.3,0,0,24,24,24
2023-01-13,KASD,57.0,37.0,48.9,55.7,45.0,0,0,24,24,24
2023-01-13,KBTR,54.0,38.0,47.1,52.5,44.0,0,0,24,24,24
2023-01-13,KGAO,58.5,44.0,50.9,57.2,47.0,0,0,24,24,24
2023-01-13,KHDC,54.7,35.6,46.6,53.2,42.8,0,0,24,24,24
2023-01-13,KHUM,55.4,37.4,48.0,54.2,37.4,0,0,23,23,24
2023-01-13,KMSY,56.0,42.0,49.6,54.7,45.0,0,0,24,24,24
2023-01-13,KNEW,56.0,42.0,50.2,54.8,47.0,0,0,24,24,24
2023-01-13,KPTN,55.0,43.0,48.8,53.6,44.0,0,0,24,24,24
2023-01-13,KREG,56.0,41.4,49.1,54.6,45.0,0,0,24,24,24
2023-01-14,KASD,59.0,30.0,41.6,57.5,30.0,0,0,24,24,24
2023-01-14,KBTR,58.0,32.0,42.6,56.5,32.0,0,0,24,24,24
2023-01-14,KGAO,57.2,35.8,45.6,55.6,40.5,0,0,24,24,24
2023-01-14,KHDC,56.8,30.4,40.8,55.2,30.4,0,0,24,24,24
2023-01-14,KHUM,57.2,33.4,43.2,55.7,33.4,0,0,20,20,24
2023-01-14,KMSY,54.0,39.0,45.1,52.5,39.0,0,0,24,24,24
2023-01-14,KNEW,52.0,39.0,45.4,50.8,39.0,0,0,24,24,24
2023-01-14,KPTN,56.0,36.0,44.1,54.5,36.0,0,0,24,24,24
2023-01-14,KREG,58.5,33.0,43.3,56.9,33.0,0,0,24,24,24
2023-01-15,KASD,62.0,30.0,47.3,61.3,30.0,0,0,24,24,24
2023-01-15,KBTR,66.0,32.0,50.0,65.3,32.0,0,0,24,24,24
2023-01-15,KGAO,65.3,35.0,52.7,64.7,35.0,0,0,24,24,24
2023-01-15,KHDC,61.7,31.3,47.2,60.8,31.3,0,0,24,24,24
2023-01-15,KHUM,64.4,32.0,50.4,63.8,32.0,0,0,21,21,24
2023-01-15,KMSY,64.0,36.0,51.8,63.1,36.0,0,0,24,24,24
2023-01-15,KNEW,61.0,41.0,52.6,60.3,41.0,0,0,24,24,24
2023-01-15,KPTN,64.0,34.0,52.4,63.4,34.0,0,0,24,24,24
2023-01-15,KREG,67.0,33.0,51.0,66.3,33.0,0,0,24,24,24
2023-01-16,KASD,71.0,50.0,62.9,70.9,50.0,0,0,24,24,24
2023-01-16,KBTR,72.0,58.0,66.2,71.9,58.0,0,0,24,24,24
2023-01-16,KGAO,73.6,60.8,68.4,73.6,60.8,0,0,24,24,24
2023-01-16,KHDC,69.0,51.0,63.1,68.9,51.0,0,0,24,24,24
2023-01-16,KHUM,69.8,60.8,66.4,69.9,60.8,0,0,23,23,24
2023-01-16,KMSY,71.0,57.0,65.2,70.9,57.0,0,0,24,24,24
2023-01-16,KNEW,73.0,56.0,65.0,72.9,56.0,0,0,24,24,24
2023-01-16,KPTN,71.0,61.0,67.1,71.0,61.0,0,0,24,24,24
2023-01-16,KREG,72.7,59.2,67.1,72.6,59.2,0,0,24,24,24
2023-01-17,KASD,79.0,64.0,69.4,79.3,64.0,0,0,24,24,24
2023-01-17,KBTR,82.0,67.0,71.1,83.8,67.0,0,0,24,24,24
2023-01-17,KGAO,78.3,68.0,71.7,78.7,68.0,0,0,24,24,24
2023-01-17,KHDC,78.0,63.3,68.9,78.2,64.4,0,0,24,24,24
2023-01-17,KHUM,78.8,65.5,70.3,79.0,65.5,0,0,22,22,24
2023-01-17,KMSY,81.0,65.0,70.5,82.3,65.0,0,0,24,24,24
2023-01-17,KNEW,76.0,67.0,70.3,76.3,67.0,0,0,24,24,24
2023-01-17,KPTN,77.0,66.0,69.0,77.4,66.0,0,0,20,20,24
2023-01-17,KREG,80.0,67.0,71.3,81.7,67.0,0,0,24,24,24
2023-01-18,KASD,90.0,66.0,70.8,93.9,66.0,0,0,22,22,24
2023-01-18,KBTR,79.0,61.0,71.7,79.3,67.0,0,0,24,24,24
2023-01-18,KGAO,78.0,66.0,71.7,78.4,66.0,0,0,24,24,24
2023-01-18,KHDC,77.4,64.8,70.0,77.6,64.8,0,0,24,24,24
2023-01-18,KHUM,73.4,64.4,69.2,74.1,64.4,0,0,22,22,24
2023-01-18,KMSY,76.0,66.0,70.2,76.4,66.0,0,0,24,24,24
2023-01-18,KNEW,78.0,64.0,71.2,78.2,64.0,0,0,24,24,24
2023-01-18,KPTN,77.0,65.0,70.0,77.5,65.0,0,0,23,23,24
2023-01-18,KREG,78.0,64.8,71.8,78.3,64.8,0,0,24,24,24
2023-01-19,KASD,89.0,47.0,63.3,86.1,57.0,0,0,21,21,24
2023-01-19,KBTR,73.0,52.0,61.0,72.1,52.0,0,0,24,24,24
2023-01-19,KGAO,78.0,55.8,66.9,77.2,60.0,0,0,24,24,24
2023-01-19,KHDC,73.0,46.0,59.5,72.0,54.0,0,0,24,24,24
2023-01-19,KHUM,75.2,55.4,65.5,74.4,55.4,0,0,23,23,24
2023-01-19,KMSY,75.0,57.0,65.2,74.3,57.0,0,0,24,24,24
2023-01-19,KNEW,71.0,56.0,63.0,71.3,56.0,0,0,21,21,24
2023-01-19,KPTN,72.0,53.0,62.3,71.3,55.0,0,0,21,21,24
2023-01-19,KREG,74.3,51.3,62.2,73.4,54.3,0,0,24,24,24
2023-01-20,KASD,63.0,41.0,53.0,62.0,41.0,0,0,24,24,24
2023-01-20,KBTR,60.0,45.0,53.2,58.9,45.0,0,0,24,24,24
2023-01-20,KGAO,61.2,56.0,59.3,60.4,56.0,0,0,24,24,24
2023-01-20,KHDC,57.7,41.0,51.6,56.6,41.0,0,0,24,24,24
2023-01-20,KHUM,60.8,51.6,56.3,59.8,51.6,0,0,21,21,24
2023-01-20,KMSY,59.0,54.0,57.0,58.2,54.0,0,0,24,24,24
2023-01-20,KNEW,59.0,54.0,57.2,58.3,54.0,0,0,24,24,24
2023-01-20,KPTN,60.0,50.0,55.6,59.0,50.0,0,0,24,24,24
2023-01-20,KREG,60.4,49.3,55.9,59.3,49.3,0,0,24,24,24
2023-01-21,KASD,59.0,51.0,54.6,59.1,51.0,0,0,24,24,24
2023-01-21,KBTR,53.0,48.0,50.4,52.1,48.0,0,0,24,24,24
2023-01-21,KGAO,71.2,57.6,63.2,71.8,57.6,0,0,24,24,24
2023-01-21,KHDC,53.2,47.0,50.3,52.4,47.0,0,0,24,24,24
2023-01-21,KHUM,66.6,55.4,59.8,67.1,55.4,0,0,22,22,24
2023-01-21,KMSY,61.0,53.0,57.5,61.2,53.0,0,0,24,24,24
2023-01-21,KNEW,63.0,55.0,58.0,63.3,55.0,0,0,24,24,24
2023-01-21,KPTN,64.0,53.0,57.6,63.8,53.0,0,0,24,24,24
2023-01-21,KREG,58.8,51.0,54.9,58.3,51.0,0,0,24,24,24
2023-01-22,KASD,57.0,44.0,52.5,57.0,53.0,0,0,24,24,24
2023-01-22,KBTR,60.0,46.0,53.0,59.2,50.0,0,0,24,24,24
2023-01-22,KGAO,69.8,47.0,57.5,70.3,55.8,0,0,24,24,24
2023-01-22,KHDC,58.0,44.8,51.2,57.1,50.5,0,0,24,24,24
2023-01-22,KHUM,67.0,48.6,55.5,67.5,53.6,0,0,23,23,24
2023-01-22,KMSY,58.0,49.0,53.9,58.1,53.0,0,0,24,24,24
2023-01-22,KNEW,59.0,50.0,55.0,59.1,54.0,0,0,24,24,24
2023-01-22,KPTN,60.0,50.0,54.0,59.4,52.0,0,0,23,23,24
2023-01-22,KREG,61.7,48.7,54.2,60.8,52.7,0,0,24,24,24
2023-01-23,KASD,61.0,35.0,46.5,59.9,35.0,0,0,24,24,24
2023-01-23,KBTR,60.0,38.0,47.3,58.9,38.0,0,0,24,24,24
2023-01-23,KGAO,57.2,45.0,51.5,56.2,45.0,0,0,24,24,24
2023-01-23,KHDC,58.8,36.0,45.8,57.6,36.0,0,0,24,24,24
2023-01-23,KHUM,59.0,39.2,47.4,58.0,39.2,0,0,22,22,24
2023-01-23,KMSY,57.0,45.0,49.7,55.8,45.0,0,0,24,24,24
2023-01-23,KNEW,55.0,45.0,50.2,54.0,45.0,0,0,24,24,24
2023-01-23,KPTN,58.0,42.0,49.1,56.8,42.0,0,0,24,24,24
2023-01-23,KREG,60.6,40.0,48.5,59.4,40.0,0,0,24,24,24
2023-01-24,KASD,69.0,40.0,55.5,69.5,40.0,0,0,24,23,24
2023-01-24,KBTR,69.0,43.0,54.1,69.4,43.0,0,0,24,24,24
2023-01-24,KGAO,72.7,53.2,62.9,73.2,53.2,0,0,24,24,24
2023-01-24,KHDC,67.3,43.7,54.0,67.7,43.7,0,0,24,24,24
2023-01-24,KHUM,69.0,46.8,57.9,69.5,46.8,0,0,23,23,24
2023-01-24,KMSY,69.0,49.0,58.5,69.5,49.0,0,0,24,24,24
2023-01-24,KNEW,71.0,50.0,58.7,71.5,50.0,0,0,24,24,24
2023-01-24,KPTN,69.0,48.0,57.1,69.5,48.0,0,0,20,20,24
2023-01-24,KREG,71.0,42.0,56.5,71.6,42.0,0,0,24,24,24
2023-01-25,KASD,64.0,44.0,52.6,64.0,52.0,0,0,24,24,24
2023-01-25,KBTR,60.0,46.0,48.5,59.8,47.0,0,0,24,24,24
2023-01-25,KGAO,61.7,44.0,53.6,61.6,53.0,0,0,24,24,24
2023-01-25,KHDC,59.4,44.2,49.2,59.2,47.7,0,0,24,24,24
2023-01-25,KHUM,59.0,44.2,51.6,58.7,51.8,0,0,23,23,24
2023-01-25,KMSY,62.0,47.0,52.0,61.7,51.0,0,0,24,24,24
2023-01-25,KNEW,62.0,47.0,52.9,62.0,51.0,0,0,24,24,24
2023-01-25,KPTN,56.0,46.0,49.3,55.8,48.0,0,0,23,23,24
2023-01-25,KREG,60.6,46.0,50.8,60.4,48.6,0,0,24,24,24
2023-01-26,KASD,58.0,36.0,47.6,56.7,42.0,0,0,24,24,24
2023-01-26,KBTR,56.0,38.0,46.6,54.7,40.0,0,0,24,24,24
2023-01-26,KGAO,59.5,43.0,49.5,58.2,43.0,0,0,24,24,24
2023-01-26,KHDC,56.7,37.0,45.6,55.3,38.0,0,0,24,24,24
2023-01-26,KHUM,57.2,42.0,48.4,55.9,42.8,0,0,21,21,24
2023-01-26,KMSY,56.0,45.0,49.6,54.7,45.0,0,0,24,24,24
2023-01-26,KNEW,55.0,47.0,50.2,53.7,47.0,0,0,24,24,24
2023-01-26,KPTN,57.0,40.0,47.4,55.8,40.0,0,0,24,24,24
2023-01-26,KREG,57.4,39.2,48.3,56.0,39.6,0,0,24,24,24
2023-01-27,KASD,58.0,30.9,44.0,56.6,30.9,0,0,24,24,24
2023-01-27,KBTR,60.0,33.0,46.4,58.6,33.0,0,0,24,24,24
2023-01-27,KGAO,58.8,35.2,49.1,57.3,35.2,0,0,24,24,24
2023-01-27,KHDC,58.3,32.0,44.2,56.8,32.0,0,0,24,24,24
2023-01-27,KHUM,57.2,33.0,46.9,55.9,33.0,0,0,23,23,24
2023-01-27,KMSY,59.0,39.0,49.5,57.6,39.0,0,0,24,24,24
2023-01-27,KNEW,58.0,45.0,50.9,56.7,45.0,0,0,24,24,24
2023-01-27,KPTN,58.0,35.0,47.7,56.7,35.0,0,0,24,24,24
2023-01-27,KREG,61.2,34.7,47.6,59.8,34.7,0,0,24,24,24
2023-01-28,KASD,68.0,37.0,56.4,67.4,37.0,0,0,24,24,24
2023-01-28,KBTR,72.0,47.0,59.7,71.6,47.0,0,0,24,24,24
2023-01-28,KGAO,70.7,52.7,63.2,70.3,52.7,0,0,24,24,24
2023-01-28,KHDC,67.3,38.3,55.6,66.7,38.3,0,0,24,24,24
2023-01-28,KHUM,69.8,49.0,60.9,69.5,49.0,0,0,21,21,24
2023-01-28,KMSY,69.0,46.0,60.3,68.4,46.0,0,0,24,24,24
2023-01-28,KNEW,69.0,50.0,60.5,68.3,50.0,0,0,24,24,24
2023-01-28,KPTN,70.0,50.0,61.0,69.8,50.0,0,0,24,24,24
2023-01-28,KREG,72.0,47.5,61.2,71.6,47.5,0,0,24,24,24
2023-01-29,KASD,67.0,59.0,63.3,67.5,59.0,0,0,24,24,24
2023-01-29,KBTR,71.0,59.0,62.8,71.6,59.0,0,0,24,24,24
2023-01-29,KGAO,78.0,63.5,70.7,78.6,63.5,0,0,24,24,24
2023-01-29,KHDC,65.3,57.4,61.4,65.8,57.4,0,0,24,24,24
2023-01-29,KHUM,75.2,60.8,67.4,75.9,60.8,0,0,22,22,24
2023-01-29,KMSY,74.0,61.0,66.2,74.5,61.0,0,0,24,24,24
2023-01-29,KNEW,73.0,60.0,66.1,73.6,60.0,0,0,24,24,24
2023-01-29,KPTN,74.0,63.0,68.4,74.6,63.0,0,0,24,24,24
2023-01-29,KREG,71.2,61.2,64.8,71.9,61.2,0,0,24,24,24
2023-01-30,KASD,77.0,64.0,69.6,77.5,64.0,0,0,24,24,24
2023-01-30,KBTR,70.0,65.0,66.9,70.5,65.0,0,0,24,24,24
2023-01-30,KGAO,77.5,62.0,70.8,78.0,67.0,0,0,24,24,24
2023-01-30,KHDC,74.7,65.5,68.2,75.3,66.6,0,0,24,24,24
2023-01-30,KHUM,78.8,64.0,70.9,79.4,66.2,0,0,23,23,24
2023-01-30,KMSY,78.0,67.0,71.1,78.5,68.0,0,0,24,24,24
2023-01-30,KNEW,72.0,66.0,68.4,72.4,66.0,0,0,24,24,24
2023-01-30,KPTN,78.0,66.0,69.2,78.5,67.0,0,0,23,23,24
2023-01-30,KREG,78.3,68.7,71.9,78.7,69.3,0,0,24,24,24
2023-01-31,KASD,75.0,60.0,67.8,75.5,65.0,0,0,24,24,24
2023-01-31,KBTR,66.0,45.0,56.1,66.5,54.0,0,0,24,24,24
2023-01-31,KGAO,76.0,63.0,69.3,76.5,64.6,0,0,24,24,24
2023-01-31,KHDC,67.3,49.5,61.4,67.8,63.5,0,0,24,24,24
2023-01-31,KHUM,75.2,62.8,67.3,75.9,64.0,0,0,22,22,24
2023-01-31,KMSY,78.0,57.0,66.9,78.4,64.0,0,0,24,24,24
2023-01-31,KNEW,72.0,60.0,65.7,72.4,64.0,0,0,24,24,24
2023-01-31,KPTN,72.0,51.0,64.1,72.6,64.0,0,0,23,23,24
2023-01-31,KREG,69.6,51.0,63.6,70.3,65.7,0,0,24,24,24
2023-02-01,KASD,58.0,50.0,55.0,57.7,50.0,0,0,24,24,24
2023-02-01,KBTR,51.0,42.0,45.9,50.3,42.0,0,0,24,24,24
2023-02-01,KGAO,65.3,58.6,61.7,65.6,58.6,0,0,24,24,24
2023-02-01,KHDC,51.8,44.0,48.4,51.3,44.0,0,0,24,24,24
2023-02-01,KHUM,64.4,53.6,57.5,64.3,53.6,0,0,23,23,24
2023-02-01,KMSY,57.0,51.0,54.3,56.7,51.0,0,0,24,24,24
2023-02-01,KNEW,60.0,52.0,55.5,59.8,52.0,0,0,24,24,24
2023-02-01,KPTN,57.0,49.0,52.5,56.7,49.0,0,0,24,24,24
2023-02-01,KREG,55.4,47.0,51.1,54.9,47.0,0,0,24,24,24
2023-02-02,KASD,59.0,50.0,53.2,59.0,53.0,0,0,24,24,24
2023-02-02,KBTR,49.0,44.0,45.6,48.6,44.0,0,0,24,24,24
2023-02-02,KGAO,77.2,51.8,62.5,77.8,60.0,0,0,24,24,24
2023-02-02,KHDC,50.7,46.4,48.0,50.4,47.0,0,0,24,24,24
2023-02-02,KHUM,69.8,49.0,56.2,70.3,55.0,0,0,23,23,24
2023-02-02,KMSY,61.0,51.0,54.3,61.1,54.0,0,0,24,24,24
2023-02-02,KNEW,64.0,51.0,55.7,64.1,56.0,0,0,24,24,24
2023-02-02,KPTN,55.0,44.0,49.4,54.9,51.0,0,0,24,24,24
2023-02-02,KREG,53.6,46.0,49.2,53.4,49.0,0,0,24,24,24
2023-02-03,KASD,62.0,39.0,51.0,60.8,47.0,0,0,24,24,24
2023-02-03,KBTR,61.0,39.0,48.6,59.8,39.0,0,0,24,24,24
2023-02-03,KGAO,61.3,51.8,55.5,60.2,51.8,0,0,24,24,24
2023-02-03,KHDC,59.0,39.6,48.3,57.7,40.6,0,0,24,24,24
2023-02-03,KHUM,60.8,42.8,51.1,59.6,47.5,0,0,22,22,24
2023-02-03,KMSY,59.0,48.0,52.8,57.8,48.0,0,0,24,24,24
2023-02-03,KNEW,61.0,49.0,53.9,59.9,49.0,0,0,24,24,24
2023-02-03,KPTN,60.0,44.0,50.4,58.7,44.0,0,0,24,24,24
2023-02-03,KREG,61.5,43.7,51.1,60.2,43.7,0,0,24,24,24
2023-02-04,KASD,61.0,33.0,47.0,59.9,33.0,0,0,24,24,24
2023-02-04,KBTR,62.0,34.0,47.6,60.6,34.0,0,0,24,24,24
2023-02-04,KGAO,62.8,47.0,55.0,62.2,47.0,0,0,24,24,24
2023-02-04,KHDC,58.5,33.0,45.6,57.2,33.0,0,0,24,24,24
2023-02-04,KHUM,62.6,39.2,50.3,62.0,39.2,0,0,22,22,24
2023-02-04,KMSY,59.0,44.0,51.2,58.1,44.0,0,0,24,24,24
2023-02-04,KNEW,59.0,44.0,51.3,58.2,44.0,0,0,24,24,24
2023-02-04,KPTN,61.0,38.0,49.4,60.1,38.0,0,0,24,24,24
2023-02-04,KREG,62.0,36.7,49.1,60.9,36.7,0,0,24,24,24
2023-02-05,KASD,70.0,47.0,57.3,69.5,47.0,0,0,24,24,24
2023-02-05,KBTR,70.0,41.0,54.5,69.4,41.0,0,0,24,24,24
2023-02-05,KGAO,70.5,49.0,60.8,70.0,57.2,0,0,24,24,24
2023-02-05,KHDC,69.3,42.0,54.8,68.6,42.0,0,0,24,24,24
2023-02-05,KHUM,69.8,49.3,59.0,69.2,51.8,0,0,23,23,24
2023-02-05,KMSY,69.0,53.0,59.9,68.4,54.0,0,0,24,24,24
2023-02-05,KNEW,66.0,55.0,60.2,65.6,55.0,0,0,24,24,24
2023-02-05,KPTN,68.0,49.0,55.8,67.4,49.0,0,0,20,20,24
2023-02-05,KREG,70.7,48.4,57.8,70.1,48.4,0,0,24,24,24
2023-02-06,KASD,70.0,40.0,56.8,69.4,40.0,0,0,24,24,24
2023-02-06,KBTR,72.0,42.0,57.6,71.5,42.0,0,0,24,24,24
2023-02-06,KGAO,71.4,44.0,60.1,70.8,44.0,0,0,24,24,24
2023-02-06,KHDC,69.0,40.5,55.6,68.3,40.5,0,0,24,24,24
2023-02-06,KHUM,69.8,45.5,58.4,69.4,45.5,0,0,23,23,24
2023-02-06,KMSY,71.0,48.0,60.2,70.4,48.0,0,0,24,24,24
2023-02-06,KNEW,69.0,52.0,60.8,68.4,52.0,0,0,24,24,24
2023-02-06,KPTN,64.0,44.0,53.2,63.6,44.0,0,0,17,17,24
2023-02-06,KREG,72.7,43.5,58.1,72.1,43.5,0,0,24,24,24
2023-02-07,KASD,74.0,51.0,64.0,74.3,51.0,0,0,24,24,24
