date,ldh_region,high_f,low_f,average_f,peak_heat_index_f,morning_low_f,hi_hours_105,hi_hours_108,hi_2day_mean_f,hi_3day_mean_f,consecutive_hi108_days,temperature_hours,heat_index_hours,expected_hours,weather_sources,fallback_used,source_count,population_2020
2023-11-21,1,,,,,,,,,,,,,,,,0,892057
2023-11-21,2,,,,,,,,,,,,,,,,0,696328
2023-11-21,3,,,,,,,,,,,,,,,,0,343394
2023-11-21,9,,,,,,,,,,,,,,,,0,596392
2023-11-22,1,,,,,,,,,,,,,,,,0,892057
2023-11-22,2,,,,,,,,,,,,,,,,0,696328
2023-11-22,3,,,,,,,,,,,,,,,,0,343394
2023-11-22,9,,,,,,,,,,,,,,,,0,596392
2023-11-23,1,,,,,,,,,,,,,,,,0,892057
2023-11-23,2,,,,,,,,,,,,,,,,0,696328
2023-11-23,3,,,,,,,,,,,,,,,,0,343394
2023-11-23,9,,,,,,,,,,,,,,,,0,596392
2023-11-24,1,,,,,,,,,,,,,,,,0,892057
2023-11-24,2,,,,,,,,,,,,,,,,0,696328
2023-11-24,3,,,,,,,,,,,,,,,,0,343394
2023-11-24,9,,,,,,,,,,,,,,,,0,596392
2023-11-25,1,,,,,,,,,,,,,,,,0,892057
2023-11-25,2,,,,,,,,,,,,,,,,0,696328
2023-11-25,3,,,,,,,,,,,,,,,,0,343394
2023-11-25,9,,,,,,,,,,,,,,,,0,596392
2023-11-26,1,,,,,,,,,,,,,,,,0,892057
2023-11-26,2,,,,,,,,,,,,,,,,0,696328
2023-11-26,3,,,,,,,,,,,,,,,,0,343394
2023-11-26,9,,,,,,,,,,,,,,,,0,596392
2023-11-27,1,,,,,,,,,,,,,,,,0,892057
2023-11-27,2,,,,,,,,,,,,,,,,0,696328
2023-11-27,3,,,,,,,,,,,,,,,,0,343394
2023-11-27,9,,,,,,,,,,,,,,,,0,596392
2023-11-28,1,,,,,,,,,,,,,,,,0,892057
2023-11-28,2,,,,,,,,,,,,,,,,0,696328
2023-11-28,3,,,,,,,,,,,,,,,,0,343394
2023-11-28,9,,,,,,,,,,,,,,,,0,596392
2023-11-29,1,,,,,,,,,,,,,,,,0,892057
2023-11-29,2,,,,,,,,,,,,,,,,0,696328
2023-11-29,3,,,,,,,,,,,,,,,,0,343394
2023-11-29,9,,,,,,,,,,,,,,,,0,596392
2023-11-30,1,,,,,,,,,,,,,,,,0,892057
2023-11-30,2,,,,,,,,,,,,,,,,0,696328
2023-11-30,3,,,,,,,,,,,,,,,,0,343394
2023-11-30,9,,,,,,,,,,,,,,,,0,596392
2023-12-01,1,,,,,,,,,,,,,,,,0,892057
2023-12-01,2,,,,,,,,,,,,,,,,0,696328
2023-12-01,3,,,,,,,,,,,,,,,,0,343394
2023-12-01,9,,,,,,,,,,,,,,,,0,596392
2023-12-02,1,,,,,,,,,,,,,,,,0,892057
2023-12-02,2,,,,,,,,,,,,,,,,0,696328
2023-12-02,3,,,,,,,,,,,,,,,,0,343394
2023-12-02,9,,,,,,,,,,,,,,,,0,596392
2023-12-03,1,,,,,,,,,,,,,,,,0,892057
2023-12-03,2,,,,,,,,,,,,,,,,0,696328
2023-12-03,3,,,,,,,,,,,,,,,,0,343394
2023-12-03,9,,,,,,,,,,,,,,,,0,596392
2023-12-04,1,,,,,,,,,,,,,,,,0,892057
2023-12-04,2,,,,,,,,,,,,,,,,0,696328
2023-12-04,3,,,,,,,,,,,,,,,,0,343394
2023-12-04,9,,,,,,,,,,,,,,,,0,596392
2023-12-05,1,,,,,,,,,,,,,,,,0,892057
2023-12-05,2,,,,,,,,,,,,,,,,0,696328
2023-12-05,3,,,,,,,,,,,,,,,,0,343394
2023-12-05,9,,,,,,,,,,,,,,,,0,596392
2023-12-06,1,,,,,,,,,,,,,,,,0,892057
2023-12-06,2,,,,,,,,,,,,,,,,0,696328
2023-12-06,3,,,,,,,,,,,,,,,,0,343394
2023-12-06,9,,,,,,,,,,,,,,,,0,596392
2023-12-07,1,,,,,,,,,,,,,,,,0,892057
2023-12-07,2,,,,,,,,,,,,,,,,0,696328
2023-12-07,3,,,,,,,,,,,,,,,,0,343394
2023-12-07,9,,,,,,,,,,,,,,,,0,596392
2023-12-08,1,,,,,,,,,,,,,,,,0,892057
2023-12-08,2,,,,,,,,,,,,,,,,0,696328
2023-12-08,3,,,,,,,,,,,,,,,,0,343394
2023-12-08,9,,,,,,,,,,,,,,,,0,596392
2023-12-09,1,,,,,,,,,,,,,,,,0,892057
2023-12-09,2,,,,,,,,,,,,,,,,0,696328
2023-12-09,3,,,,,,,,,,,,,,,,0,343394
2023-12-09,9,,,,,,,,,,,,,,,,0,596392
2023-12-10,1,,,,,,,,,,,,,,,,0,892057
2023-12-10,2,,,,,,,,,,,,,,,,0,696328
2023-12-10,3,,,,,,,,,,,,,,,,0,343394
2023-12-10,9,,,,,,,,,,,,,,,,0,596392
2023-12-11,1,,,,,,,,,,,,,,,,0,892057
2023-12-11,2,,,,,,,,,,,,,,,,0,696328
2023-12-11,3,,,,,,,,,,,,,,,,0,343394
2023-12-11,9,,,,,,,,,,,,,,,,0,596392
2023-12-12,1,,,,,,,,,,,,,,,,0,892057
2023-12-12,2,,,,,,,,,,,,,,,,0,696328
2023-12-12,3,,,,,,,,,,,,,,,,0,343394
2023-12-12,9,,,,,,,,,,,,,,,,0,596392
2023-12-13,1,,,,,,,,,,,,,,,,0,892057
2023-12-13,2,,,,,,,,,,,,,,,,0,696328
2023-12-13,3,,,,,,,,,,,,,,,,0,343394
2023-12-13,9,,,,,,,,,,,,,,,,0,596392
2023-12-14,1,,,,,,,,,,,,,,,,0,892057
2023-12-14,2,,,,,,,,,,,,,,,,0,696328
2023-12-14,3,,,,,,,,,,,,,,,,0,343394
2023-12-14,9,,,,,,,,,,,,,,,,0,596392
2023-12-15,1,,,,,,,,,,,,,,,,0,892057
2023-12-15,2,,,,,,,,,,,,,,,,0,696328
2023-12-15,3,,,,,,,,,,,,,,,,0,343394
2023-12-15,9,,,,,,,,,,,,,,,,0,596392
2023-12-16,1,,,,,,,,,,,,,,,,0,892057
2023-12-16,2,,,,,,,,,,,,,,,,0,696328
2023-12-16,3,,,,,,,,,,,,,,,,0,343394
2023-12-16,9,,,,,,,,,,,,,,,,0,596392
2023-12-17,1,,,,,,,,,,,,,,,,0,892057
2023-12-17,2,,,,,,,,,,,,,,,,0,696328
2023-12-17,3,,,,,,,,,,,,,,,,0,343394
2023-12-17,9,,,,,,,,,,,,,,,,0,596392
2023-12-18,1,,,,,,,,,,,,,,,,0,892057
2023-12-18,2,,,,,,,,,,,,,,,,0,696328
2023-12-18,3,,,,,,,,,,,,,,,,0,343394
2023-12-18,9,,,,,,,,,,,,,,,,0,596392
2023-12-19,1,,,,,,,,,,,,,,,,0,892057
2023-12-19,2,,,,,,,,,,,,,,,,0,696328
2023-12-19,3,,,,,,,,,,,,,,,,0,343394
2023-12-19,9,,,,,,,,,,,,,,,,0,596392
2023-12-20,1,,,,,,,,,,,,,,,,0,892057
2023-12-20,2,,,,,,,,,,,,,,,,0,696328
2023-12-20,3,,,,,,,,,,,,,,,,0,343394
2023-12-20,9,,,,,,,,,,,,,,,,0,596392
2023-12-21,1,,,,,,,,,,,,,,,,0,892057
2023-12-21,2,,,,,,,,,,,,,,,,0,696328
2023-12-21,3,,,,,,,,,,,,,,,,0,343394
2023-12-21,9,,,,,,,,,,,,,,,,0,596392
2023-12-22,1,,,,,,,,,,,,,,,,0,892057
2023-12-22,2,,,,,,,,,,,,,,,,0,696328
2023-12-22,3,,,,,,,,,,,,,,,,0,343394
2023-12-22,9,,,,,,,,,,,,,,,,0,596392
2023-12-23,1,,,,,,,,,,,,,,,,0,892057
2023-12-23,2,,,,,,,,,,,,,,,,0,696328
2023-12-23,3,,,,,,,,,,,,,,,,0,343394
2023-12-23,9,,,,,,,,,,,,,,,,0,596392
2023-12-24,1,,,,,,,,,,,,,,,,0,892057
2023-12-24,2,,,,,,,,,,,,,,,,0,696328
2023-12-24,3,,,,,,,,,,,,,,,,0,343394
2023-12-24,9,,,,,,,,,,,,,,,,0,596392
2023-12-25,1,,,,,,,,,,,,,,,,0,892057
2023-12-25,2,,,,,,,,,,,,,,,,0,696328
2023-12-25,3,,,,,,,,,,,,,,,,0,343394
2023-12-25,9,,,,,,,,,,,,,,,,0,596392
2023-12-26,1,,,,,,,,,,,,,,,,0,892057
2023-12-26,2,,,,,,,,,,,,,,,,0,696328
2023-12-26,3,,,,,,,,,,,,,,,,0,343394
2023-12-26,9,,,,,,,,,,,,,,,,0,596392
2023-12-27,1,,,,,,,,,,,,,,,,0,892057
2023-12-27,2,,,,,,,,,,,,,,,,0,696328
2023-12-27,3,,,,,,,,,,,,,,,,0,343394
2023-12-27,9,,,,,,,,,,,,,,,,0,596392
2023-12-28,1,,,,,,,,,,,,,,,,0,892057
2023-12-28,2,,,,,,,,,,,,,,,,0,696328
2023-12-28,3,,,,,,,,,,,,,,,,0,343394
2023-12-28,9,,,,,,,,,,,,,,,,0,596392
2023-12-29,1,,,,,,,,,,,,,,,,0,892057
2023-12-29,2,,,,,,,,,,,,,,,,0,696328
2023-12-29,3,,,,,,,,,,,,,,,,0,343394
2023-12-29,9,,,,,,,,,,,,,,,,0,596392
2023-12-30,1,,,,,,,,,,,,,,,,0,892057
2023-12-30,2,,,,,,,,,,,,,,,,0,696328
2023-12-30,3,,,,,,,,,,,,,,,,0,343394
2023-12-30,9,,,,,,,,,,,,,,,,0,596392
2023-12-31,1,,,,,,,,,,,,,,,,0,892057
2023-12-31,2,,,,,,,,,,,,,,,,0,696328
2023-12-31,3,,,,,,,,,,,,,,,,0,343394
2023-12-31,9,,,,,,,,,,,,,,,,0,596392
2024-01-01,1,,,,,,,,,,,,,,,,0,892057
2024-01-01,2,,,,,,,,,,,,,,,,0,696328
2024-01-01,3,,,,,,,,,,,,,,,,0,343394
2024-01-01,9,,,,,,,,,,,,,,,,0,596392
2024-01-02,1,,,,,,,,,,,,,,,,0,892057
2024-01-02,2,,,,,,,,,,,,,,,,0,696328
2024-01-02,3,,,,,,,,,,,,,,,,0,343394
2024-01-02,9,,,,,,,,,,,,,,,,0,596392
2024-01-03,1,,,,,,,,,,,,,,,,0,892057
2024-01-03,2,,,,,,,,,,,,,,,,0,696328
2024-01-03,3,,,,,,,,,,,,,,,,0,343394
2024-01-03,9,,,,,,,,,,,,,,,,0,596392
2024-01-04,1,,,,,,,,,,,,,,,,0,892057
2024-01-04,2,,,,,,,,,,,,,,,,0,696328
2024-01-04,3,,,,,,,,,,,,,,,,0,343394
2024-01-04,9,,,,,,,,,,,,,,,,0,596392
2024-01-05,1,,,,,,,,,,,,,,,,0,892057
2024-01-05,2,,,,,,,,,,,,,,,,0,696328
2024-01-05,3,,,,,,,,,,,,,,,,0,343394
2024-01-05,9,,,,,,,,,,,,,,,,0,596392
2024-01-06,1,,,,,,,,,,,,,,,,0,892057
2024-01-06,2,,,,,,,,,,,,,,,,0,696328
2024-01-06,3,,,,,,,,,,,,,,,,0,343394
2024-01-06,9,,,,,,,,,,,,,,,,0,596392
2024-01-07,1,,,,,,,,,,,,,,,,0,892057
2024-01-07,2,,,,,,,,,,,,,,,,0,696328
2024-01-07,3,,,,,,,,,,,,,,,,0,343394
2024-01-07,9,,,,,,,,,,,,,,,,0,596392
2024-01-08,1,,,,,,,,,,,,,,,,0,892057
2024-01-08,2,,,,,,,,,,,,,,,,0,696328
2024-01-08,3,,,,,,,,,,,,,,,,0,343394
2024-01-08,9,,,,,,,,,,,,,,,,0,596392
2024-01-09,1,,,,,,,,,,,,,,,,0,892057
2024-01-09,2,,,,,,,,,,,,,,,,0,696328
2024-01-09,3,,,,,,,,,,,,,,,,0,343394
2024-01-09,9,,,,,,,,,,,,,,,,0,596392
2024-01-10,1,,,,,,,,,,,,,,,,0,892057
2024-01-10,2,,,,,,,,,,,,,,,,0,696328
2024-01-10,3,,,,,,,,,,,,,,,,0,343394
2024-01-10,9,,,,,,,,,,,,,,,,0,596392
2024-01-11,1,,,,,,,,,,,,,,,,0,892057
2024-01-11,2,,,,,,,,,,,,,,,,0,696328
2024-01-11,3,,,,,,,,,,,,,,,,0,343394
2024-01-11,9,,,,,,,,,,,,,,,,0,596392
2024-01-12,1,,,,,,,,,,,,,,,,0,892057
2024-01-12,2,,,,,,,,,,,,,,,,0,696328
2024-01-12,3,,,,,,,,,,,,,,,,0,343394
2024-01-12,9,,,,,,,,,,,,,,,,0,596392
2024-01-13,1,,,,,,,,,,,,,,,,0,892057
2024-01-13,2,,,,,,,,,,,,,,,,0,696328
2024-01-13,3,,,,,,,,,,,,,,,,0,343394
2024-01-13,9,,,,,,,,,,,,,,,,0,596392
2024-01-14,1,,,,,,,,,,,,,,,,0,892057
2024-01-14,2,,,,,,,,,,,,,,,,0,696328
2024-01-14,3,,,,,,,,,,,,,,,,0,343394
2024-01-14,9,,,,,,,,,,,,,,,,0,596392
2024-01-15,1,,,,,,,,,,,,,,,,0,892057
2024-01-15,2,,,,,,,,,,,,,,,,0,696328
2024-01-15,3,,,,,,,,,,,,,,,,0,343394
2024-01-15,9,,,,,,,,,,,,,,,,0,596392
2024-01-16,1,,,,,,,,,,,,,,,,0,892057
2024-01-16,2,,,,,,,,,,,,,,,,0,696328
2024-01-16,3,,,,,,,,,,,,,,,,0,343394
2024-01-16,9,,,,,,,,,,,,,,,,0,596392
2024-01-17,1,,,,,,,,,,,,,,,,0,892057
2024-01-17,2,,,,,,,,,,,,,,,,0,696328
2024-01-17,3,,,,,,,,,,,,,,,,0,343394
2024-01-17,9,,,,,,,,,,,,,,,,0,596392
2024-01-18,1,,,,,,,,,,,,,,,,0,892057
2024-01-18,2,,,,,,,,,,,,,,,,0,696328
2024-01-18,3,,,,,,,,,,,,,,,,0,343394
2024-01-18,9,,,,,,,,,,,,,,,,0,596392
2024-01-19,1,,,,,,,,,,,,,,,,0,892057
2024-01-19,2,,,,,,,,,,,,,,,,0,696328
2024-01-19,3,,,,,,,,,,,,,,,,0,343394
2024-01-19,9,,,,,,,,,,,,,,,,0,596392
2024-01-20,1,,,,,,,,,,,,,,,,0,892057
2024-01-20,2,,,,,,,,,,,,,,,,0,696328
2024-01-20,3,,,,,,,,,,,,,,,,0,343394
2024-01-20,9,,,,,,,,,,,,,,,,0,596392
2024-01-21,1,,,,,,,,,,,,,,,,0,892057
2024-01-21,2,,,,,,,,,,,,,,,,0,696328
2024-01-21,3,,,,,,,,,,,,,,,,0,343394
2024-01-21,9,,,,,,,,,,,,,,,,0,596392
2024-01-22,1,,,,,,,,,,,,,,,,0,892057
2024-01-22,2,,,,,,,,,,,,,,,,0,696328
2024-01-22,3,,,,,,,,,,,,,,,,0,343394
2024-01-22,9,,,,,,,,,,,,,,,,0,596392
2024-01-23,1,,,,,,,,,,,,,,,,0,892057
2024-01-23,2,,,,,,,,,,,,,,,,0,696328
2024-01-23,3,,,,,,,,,,,,,,,,0,343394
2024-01-23,9,,,,,,,,,,,,,,,,0,596392
2024-01-24,1,,,,,,,,,,,,,,,,0,892057
2024-01-24,2,,,,,,,,,,,,,,,,0,696328
2024-01-24,3,,,,,,,,,,,,,,,,0,343394
2024-01-24,9,,,,,,,,,,,,,,,,0,596392
2024-01-25,1,,,,,,,,,,,,,,,,0,892057
2024-01-25,2,,,,,,,,,,,,,,,,0,696328
2024-01-25,3,,,,,,,,,,,,,,,,0,343394
2024-01-25,9,,,,,,,,,,,,,,,,0,596392
2024-01-26,1,,,,,,,,,,,,,,,,0,892057
2024-01-26,2,,,,,,,,,,,,,,,,0,696328
2024-01-26,3,,,,,,,,,,,,,,,,0,343394
2024-01-26,9,,,,,,,,,,,,,,,,0,596392
2024-01-27,1,,,,,,,,,,,,,,,,0,892057
2024-01-27,2,,,,,,,,,,,,,,,,0,696328
2024-01-27,3,,,,,,,,,,,,,,,,0,343394
2024-01-27,9,,,,,,,,,,,,,,,,0,596392
2024-01-28,1,,,,,,,,,,,,,,,,0,892057
2024-01-28,2,,,,,,,,,,,,,,,,0,696328
2024-01-28,3,,,,,,,,,,,,,,,,0,343394
2024-01-28,9,,,,,,,,,,,,,,,,0,596392
2024-01-29,1,,,,,,,,,,,,,,,,0,892057
2024-01-29,2,,,,,,,,,,,,,,,,0,696328
2024-01-29,3,,,,,,,,,,,,,,,,0,343394
2024-01-29,9,,,,,,,,,,,,,,,,0,596392
2024-01-30,1,,,,,,,,,,,,,,,,0,892057
2024-01-30,2,,,,,,,,,,,,,,,,0,696328
2024-01-30,3,,,,,,,,,,,,,,,,0,343394
2024-01-30,9,,,,,,,,,,,,,,,,0,596392
2024-01-31,1,,,,,,,,,,,,,,,,0,892057
2024-01-31,2,,,,,,,,,,,,,,,,0,696328
2024-01-31,3,,,,,,,,,,,,,,,,0,343394
2024-01-31,9,,,,,,,,,,,,,,,,0,596392
2024-02-01,1,,,,,,,,,,,,,,,,0,892057
2024-02-01,2,,,,,,,,,,,,,,,,0,696328
2024-02-01,3,,,,,,,,,,,,,,,,0,343394
2024-02-01,9,,,,,,,,,,,,,,,,0,596392
2024-02-02,1,,,,,,,,,,,,,,,,0,892057
2024-02-02,2,,,,,,,,,,,,,,,,0,696328
2024-02-02,3,,,,,,,,,,,,,,,,0,343394
2024-02-02,9,,,,,,,,,,,,,,,,0,596392
2024-02-03,1,,,,,,,,,,,,,,,,0,892057
2024-02-03,2,,,,,,,,,,,,,,,,0,696328
2024-02-03,3,,,,,,,,,,,,,,,,0,343394
2024-02-03,9,,,,,,,,,,,,,,,,0,596392
2024-02-04,1,,,,,,,,,,,,,,,,0,892057
2024-02-04,2,,,,,,,,,,,,,,,,0,696328
2024-02-04,3,,,,,,,,,,,,,,,,0,343394
2024-02-04,9,,,,,,,,,,,,,,,,0,596392
2024-02-05,1,,,,,,,,,,,,,,,,0,892057
2024-02-05,2,,,,,,,,,,,,,,,,0,696328
2024-02-05,3,,,,,,,,,,,,,,,,0,343394
2024-02-05,9,,,,,,,,,,,,,,,,0,596392
2024-02-06,1,,,,,,,,,,,,,,,,0,892057
2024-02-06,2,,,,,,,,,,,,,,,,0,696328
2024-02-06,3,,,,,,,,,,,,,,,,0,343394
2024-02-06,9,,,,,,,,,,,,,,,,0,596392
2024-02-07,1,,,,,,,,,,,,,,,,0,892057
2024-02-07,2,,,,,,,,,,,,,,,,0,696328
2024-02-07,3,,,,,,,,,,,,,,,,0,343394
2024-02-07,9,,,,,,,,,,,,,,,,0,596392
2024-02-08,1,,,,,,,,,,,,,,,,0,892057
2024-02-08,2,,,,,,,,,,,,,,,,0,696328
2024-02-08,3,,,,,,,,,,,,,,,,0,343394
2024-02-08,9,,,,,,,,,,,,,,,,0,596392
2024-02-09,1,,,,,,,,,,,,,,,,0,892057
2024-02-09,2,,,,,,,,,,,,,,,,0,696328
2024-02-09,3,,,,,,,,,,,,,,,,0,343394
2024-02-09,9,,,,,,,,,,,,,,,,0,596392
2024-02-10,1,,,,,,,,,,,,,,,,0,892057
2024-02-10,2,,,,,,,,,,,,,,,,0,696328
2024-02-10,3,,,,,,,,,,,,,,,,0,343394
2024-02-10,9,,,,,,,,,,,,,,,,0,596392
2024-02-11,1,,,,,,,,,,,,,,,,0,892057
2024-02-11,2,,,,,,,,,,,,,,,,0,696328
2024-02-11,3,,,,,,,,,,,,,,,,0,343394
2024-02-11,9,,,,,,,,,,,,,,,,0,596392
2024-02-12,1,,,,,,,,,,,,,,,,0,892057
2024-02-12,2,,,,,,,,,,,,,,,,0,696328
2024-02-12,3,,,,,,,,,,,,,,,,0,343394
2024-02-12,9,,,,,,,,,,,,,,,,0,596392
2024-02-13,1,,,,,,,,,,,,,,,,0,892057
2024-02-13,2,,,,,,,,,,,,,,,,0,696328
2024-02-13,3,,,,,,,,,,,,,,,,0,343394
2024-02-13,9,,,,,,,,,,,,,,,,0,596392
2024-02-14,1,,,,,,,,,,,,,,,,0,892057
2024-02-14,2,,,,,,,,,,,,,,,,0,696328
2024-02-14,3,,,,,,,,,,,,,,,,0,343394
2024-02-14,9,,,,,,,,,,,,,,,,0,596392
2024-02-15,1,,,,,,,,,,,,,,,,0,892057
2024-02-15,2,,,,,,,,,,,,,,,,0,696328
2024-02-15,3,,,,,,,,,,,,,,,,0,343394
2024-02-15,9,,,,,,,,,,,,,,,,0,596392
2024-02-16,1,,,,,,,,,,,,,,,,0,892057
2024-02-16,2,,,,,,,,,,,,,,,,0,696328
2024-02-16,3,,,,,,,,,,,,,,,,0,343394
2024-02-16,9,,,,,,,,,,,,,,,,0,596392
2024-02-17,1,,,,,,,,,,,,,,,,0,892057
2024-02-17,2,,,,,,,,,,,,,,,,0,696328
2024-02-17,3,,,,,,,,,,,,,,,,0,343394
2024-02-17,9,,,,,,,,,,,,,,,,0,596392
2024-02-18,1,,,,,,,,,,,,,,,,0,892057
2024-02-18,2,,,,,,,,,,,,,,,,0,696328
2024-02-18,3,,,,,,,,,,,,,,,,0,343394
2024-02-18,9,,,,,,,,,,,,,,,,0,596392
2024-02-19,1,,,,,,,,,,,,,,,,0,892057
2024-02-19,2,,,,,,,,,,,,,,,,0,696328
2024-02-19,3,,,,,,,,,,,,,,,,0,343394
2024-02-19,9,,,,,,,,,,,,,,,,0,596392
2024-02-20,1,,,,,,,,,,,,,,,,0,892057
2024-02-20,2,,,,,,,,,,,,,,,,0,696328
2024-02-20,3,,,,,,,,,,,,,,,,0,343394
2024-02-20,9,,,,,,,,,,,,,,,,0,596392
2024-02-21,1,,,,,,,,,,,,,,,,0,892057
2024-02-21,2,,,,,,,,,,,,,,,,0,696328
2024-02-21,3,,,,,,,,,,,,,,,,0,343394
2024-02-21,9,,,,,,,,,,,,,,,,0,596392
2024-02-22,1,,,,,,,,,,,,,,,,0,892057
2024-02-22,2,,,,,,,,,,,,,,,,0,696328
2024-02-22,3,,,,,,,,,,,,,,,,0,343394
2024-02-22,9,,,,,,,,,,,,,,,,0,596392
2024-02-23,1,,,,,,,,,,,,,,,,0,892057
2024-02-23,2,,,,,,,,,,,,,,,,0,696328
2024-02-23,3,,,,,,,,,,,,,,,,0,343394
2024-02-23,9,,,,,,,,,,,,,,,,0,596392
2024-02-24,1,,,,,,,,,,,,,,,,0,892057
2024-02-24,2,,,,,,,,,,,,,,,,0,696328
2024-02-24,3,,,,,,,,,,,,,,,,0,343394
2024-02-24,9,,,,,,,,,,,,,,,,0,596392
2024-02-25,1,,,,,,,,,,,,,,,,0,892057
2024-02-25,2,,,,,,,,,,,,,,,,0,696328
2024-02-25,3,,,,,,,,,,,,,,,,0,343394
2024-02-25,9,,,,,,,,,,,,,,,,0,596392
2024-02-26,1,,,,,,,,,,,,,,,,0,892057
2024-02-26,2,,,,,,,,,,,,,,,,0,696328
2024-02-26,3,,,,,,,,,,,,,,,,0,343394
2024-02-26,9,,,,,,,,,,,,,,,,0,596392
2024-02-27,1,,,,,,,,,,,,,,,,0,892057
2024-02-27,2,,,,,,,,,,,,,,,,0,696328
2024-02-27,3,,,,,,,,,,,,,,,,0,343394
2024-02-27,9,,,,,,,,,,,,,,,,0,596392
2024-02-28,1,,,,,,,,,,,,,,,,0,892057
2024-02-28,2,,,,,,,,,,,,,,,,0,696328
2024-02-28,3,,,,,,,,,,,,,,,,0,343394
2024-02-28,9,,,,,,,,,,,,,,,,0,596392
2024-02-29,1,,,,,,,,,,,,,,,,0,892057
2024-02-29,2,,,,,,,,,,,,,,,,0,696328
2024-02-29,3,,,,,,,,,,,,,,,,0,343394
2024-02-29,9,,,,,,,,,,,,,,,,0,596392
2024-03-01,1,,,,,,,,,,,,,,,,0,892057
2024-03-01,2,,,,,,,,,,,,,,,,0,696328
2024-03-01,3,,,,,,,,,,,,,,,,0,343394
2024-03-01,9,,,,,,,,,,,,,,,,0,596392
2024-03-02,1,,,,,,,,,,,,,,,,0,892057
2024-03-02,2,,,,,,,,,,,,,,,,0,696328
2024-03-02,3,,,,,,,,,,,,,,,,0,343394
2024-03-02,9,,,,,,,,,,,,,,,,0,596392
2024-03-03,1,,,,,,,,,,,,,,,,0,892057
2024-03-03,2,,,,,,,,,,,,,,,,0,696328
2024-03-03,3,,,,,,,,,,,,,,,,0,343394
2024-03-03,9,,,,,,,,,,,,,,,,0,596392
2024-03-04,1,,,,,,,,,,,,,,,,0,892057
2024-03-04,2,,,,,,,,,,,,,,,,0,696328
2024-03-04,3,,,,,,,,,,,,,,,,0,343394
2024-03-04,9,,,,,,,,,,,,,,,,0,596392
2024-03-05,1,,,,,,,,,,,,,,,,0,892057
2024-03-05,2,,,,,,,,,,,,,,,,0,696328
2024-03-05,3,,,,,,,,,,,,,,,,0,343394
2024-03-05,9,,,,,,,,,,,,,,,,0,596392
2024-03-06,1,,,,,,,,,,,,,,,,0,892057
2024-03-06,2,,,,,,,,,,,,,,,,0,696328
2024-03-06,3,,,,,,,,,,,,,,,,0,343394
2024-03-06,9,,,,,,,,,,,,,,,,0,596392
2024-03-07,1,,,,,,,,,,,,,,,,0,892057
2024-03-07,2,,,,,,,,,,,,,,,,0,696328
2024-03-07,3,,,,,,,,,,,,,,,,0,343394
2024-03-07,9,,,,,,,,,,,,,,,,0,596392
2024-03-08,1,,,,,,,,,,,,,,,,0,892057
2024-03-08,2,,,,,,,,,,,,,,,,0,696328
2024-03-08,3,,,,,,,,,,,,,,,,0,343394
2024-03-08,9,,,,,,,,,,,,,,,,0,596392
2024-03-09,1,,,,,,,,,,,,,,,,0,892057
2024-03-09,2,,,,,,,,,,,,,,,,0,696328
2024-03-09,3,,,,,,,,,,,,,,,,0,343394
2024-03-09,9,,,,,,,,,,,,,,,,0,596392
2024-03-10,1,,,,,,,,,,,,,,,,0,892057
2024-03-10,2,,,,,,,,,,,,,,,,0,696328
2024-03-10,3,,,,,,,,,,,,,,,,0,343394
2024-03-10,9,,,,,,,,,,,,,,,,0,596392
2024-03-11,1,,,,,,,,,,,,,,,,0,892057
2024-03-11,2,,,,,,,,,,,,,,,,0,696328
2024-03-11,3,,,,,,,,,,,,,,,,0,343394
2024-03-11,9,,,,,,,,,,,,,,,,0,596392
2024-03-12,1,,,,,,,,,,,,,,,,0,892057
2024-03-12,2,,,,,,,,,,,,,,,,0,696328
2024-03-12,3,,,,,,,,,,,,,,,,0,343394
2024-03-12,9,,,,,,,,,,,,,,,,0,596392
2024-03-13,1,,,,,,,,,,,,,,,,0,892057
2024-03-13,2,,,,,,,,,,,,,,,,0,696328
2024-03-13,3,,,,,,,,,,,,,,,,0,343394
2024-03-13,9,,,,,,,,,,,,,,,,0,596392
2024-03-14,1,,,,,,,,,,,,,,,,0,892057
2024-03-14,2,,,,,,,,,,,,,,,,0,696328
2024-03-14,3,,,,,,,,,,,,,,,,0,343394
2024-03-14,9,,,,,,,,,,,,,,,,0,596392
2024-03-15,1,,,,,,,,,,,,,,,,0,892057
2024-03-15,2,,,,,,,,,,,,,,,,0,696328
2024-03-15,3,,,,,,,,,,,,,,,,0,343394
2024-03-15,9,,,,,,,,,,,,,,,,0,596392
2024-03-16,1,,,,,,,,,,,,,,,,0,892057
2024-03-16,2,,,,,,,,,,,,,,,,0,696328
2024-03-16,3,,,,,,,,,,,,,,,,0,343394
2024-03-16,9,,,,,,,,,,,,,,,,0,596392
2024-03-17,1,,,,,,,,,,,,,,,,0,892057
2024-03-17,2,,,,,,,,,,,,,,,,0,696328
2024-03-17,3,,,,,,,,,,,,,,,,0,343394
2024-03-17,9,,,,,,,,,,,,,,,,0,596392
2024-03-18,1,,,,,,,,,,,,,,,,0,892057
2024-03-18,2,,,,,,,,,,,,,,,,0,696328
2024-03-18,3,,,,,,,,,,,,,,,,0,343394
2024-03-18,9,,,,,,,,,,,,,,,,0,596392
2024-03-19,1,,,,,,,,,,,,,,,,0,892057
2024-03-19,2,,,,,,,,,,,,,,,,0,696328
